"word","word_acc","stress_pattern","closure_pattern","closure","pos","feats","ending_st"
"вавилоне","вавило'не","0010","10","fem","S","S,гео,муж,неод=пр,ед","о'не"
"сионе","сио'не","010","10","fem","S","S,муж,неод=пр,ед","о'не"
"онемели","онеме'ли","0010","10","fem","V","V,нп=прош,мн,изъяв,сов","е'ли"
"расколот","раско'лот","010","10","fem","V","V,пе=прош,ед,прич,кр,муж,сов,страд","о'лот"
"какие","каки'е","010","10","fem","APRO","APRO=(им,мн|вин,мн,неод)","и'е"
"сетку","се'тку","10","10","fem","S","S,жен,неод=вин,ед","е'тку"
"скряг","скря'г","1","1","masc","S","S,мж,од=(вин,мн|род,мн)","я'г"
"прерывала","прерыва'ла","0010","10","fem","V","V,пе=прош,ед,изъяв,жен,несов","а'ла"
"загорает","загора'ет","0010","10","fem","V","V,нп=непрош,ед,изъяв,3-л,несов","а'ет"
"сардам","са'рдам","10","10","fem","S","S,муж,од=дат,мн","а'рдам"
"народно","наро'дно","010","10","fem","A","A=ед,кр,сред","о'дно"
"гостями","гостя'ми","010","10","fem","S","S,муж,од=твор,мн","я'ми"
"попевая","попева'я","0010","10","fem","V","V,несов,пе=непрош,деепр","а'я"
"доверяя","доверя'я","0010","10","fem","V","V,пе=непрош,деепр,несов","я'я"
"просветитель","просвети'тель","0010","10","fem","S","S,муж,од=им,ед","и'тель"
"отличен","отли'чен","010","10","fem","V","V,пе=прош,ед,прич,кр,муж,сов,страд","и'чен"
"привычен","привы'чен","010","10","fem","A","A=ед,кр,муж","ы'чен"
"жильцами","жильца'ми","010","10","fem","S","S,муж,од=твор,мн","а'ми"
"загадкой","зага'дкой","010","10","fem","S","S,жен,неод=твор,ед","а'дкой"
"землякам","земляка'м","001","1","masc","S","S,муж,од=дат,мн","а'м"
"жильцу","жильцу'","01","1","masc","S","S,муж,од=дат,ед","цу'"
"удивленных","удивлё'нных","0010","10","fem","A","A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)","ё'нных"
"бережливой","бережли'вой","0010","10","fem","A","A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)","и'вой"
"поднесла","поднесла'","001","1","masc","V","V,сов=прош,ед,изъяв,жен","ла'"
"работник","рабо'тник","010","10","fem","S","S,муж,од=им,ед","о'тник"
"охотник","охо'тник","010","10","fem","S","S,муж,од=им,ед","о'тник"
"земляками","земляка'ми","0010","10","fem","S","S,муж,од=твор,мн","а'ми"
"зола","зола'","01","1","masc","S","S,жен,неод=им,ед","ла'"
"бесенок","бесё'нок","010","10","fem","S","S,муж,од=им,ед","ё'нок"
"побасенок","побасё'нок","0010","10","fem","S","S,жен,неод=род,мн","ё'нок"
"качал","кача'л","01","1","masc","V","V,несов,пе=прош,ед,изъяв,муж","а'л"
"свистнет","сви'стнет","10","10","fem","V","V,сов,пе=непрош,ед,изъяв,3-л","и'стнет"
"разведет","разведё'т","001","1","masc","V","V=непрош,ед,изъяв,3-л,сов","ё'т"
"вспрыснет","вспры'снет","10","10","fem","V","V,пе=непрош,ед,изъяв,3-л,сов","ы'снет"
"самолет","самолё'т","001","1","masc","S","S,муж,неод=(вин,ед|им,ед)","ё'т"
"предоставил","предоста'вил","0010","10","fem","V","V,пе=прош,ед,изъяв,муж,сов","а'вил"
"такову","такову'","001","1","masc","S","S,фам,муж,од=дат,ед","ву'"
"сорву","сорву'","01","1","masc","V","V,сов,пе=непрош,ед,изъяв,1-л","ву'"
"пью","пью'","1","1","masc","V","V,несов,пе=непрош,ед,изъяв,1-л","ью'"
"году","году'","01","1","masc","S","S,муж,неод=(дат,ед|местн,ед)","ду'"
"зацепил","зацепи'л","001","1","masc","V","V,пе=прош,ед,изъяв,муж,сов","и'л"
"вырывал","вырыва'л","001","1","masc","V","V,пе=прош,ед,изъяв,муж,несов","а'л"
"утихал","утиха'л","001","1","masc","V","V,нп=прош,ед,изъяв,муж,несов","а'л"
"знавал","знава'л","01","1","masc","V","V,несов,пе=прош,ед,изъяв,муж","а'л"
"узнав","узна'в","01","1","masc","V","V,пе=прош,деепр,сов","а'в"
"истекает","истека'ет","0010","10","fem","V","V,нп=непрош,ед,изъяв,3-л,несов","а'ет"
"посещает","посеща'ет","0010","10","fem","V","V,пе=непрош,ед,изъяв,3-л,несов","а'ет"
"закрыты","закры'ты","010","10","fem","V","V=прош,мн,прич,кр,сов,страд","ы'ты"
"отведены","отведены'","0001","1","masc","V","V=прош,мн,прич,кр,сов,страд","ны'"
"удивлены","удивлены'","0001","1","masc","V","V,пе=прош,мн,прич,кр,сов,страд","ны'"
"гардины","гарди'ны","010","10","fem","S","S,жен,неод=(вин,мн|род,ед|им,мн)","и'ны"
"животворили","животвори'ли","00010","10","fem","V","V,несов,пе=прош,мн,изъяв","и'ли"
"сюртуках","сюртука'х","001","1","masc","S","S,муж,неод=пр,мн","а'х"
"эды","э'ды","10","10","fem","S","S,имя,жен,од=(род,ед|им,мн)","э'ды"
"обеды","обе'ды","010","10","fem","S","S,муж,неод=(вин,мн|им,мн)","е'ды"
"брала","брала'","01","1","masc","V","V,несов,пе=прош,ед,изъяв,жен","ла'"
"этажей","этаже'й","001","1","masc","S","S,муж,неод=род,мн","е'й"
"цербера","це'рбера","100","100","dactylic","S","S,муж,од=(вин,ед|род,ед)","е'рбера"
"заплачет","запла'чет","010","10","fem","V","V,сов,пе=непрош,ед,изъяв,3-л","а'чет"
"слыла","слыла'","01","1","masc","V","V,несов,нп=прош,ед,изъяв,жен","ла'"
"подадут","подаду'т","001","1","masc","V","V,пе=непрош,мн,изъяв,3-л,сов","у'т"
"вспоможенье","вспоможе'нье","0010","10","fem","S","S,сред,неод=(пр,ед|вин,ед|им,ед)","е'нье"
"жужжал","жужжа'л","01","1","masc","V","V,несов,нп=прош,ед,изъяв,муж","а'л"
"врат","вра'т","1","1","masc","S","S,мн,неод=род","а'т"
"бегемотов","бегемо'тов","0010","10","fem","S","S,муж,од=(вин,мн|род,мн)","о'тов"
"магнита","магни'та","010","10","fem","S","S,муж,неод=род,ед","и'та"
"скрыто","скры'то","10","10","fem","V","V=прош,ед,прич,кр,сред,сов,страд","ы'то"
"заблещет","забле'щет","010","10","fem","V","V,сов,нп=непрош,ед,изъяв,3-л","е'щет"
"превращают","превраща'ют","0010","10","fem","V","V,пе=непрош,мн,изъяв,3-л,несов","а'ют"
"кидаешь","кида'ешь","010","10","fem","V","V,несов,пе=непрош,ед,изъяв,2-л","а'ешь"
"зарукоплещет","зарукопле'щет","00010","10","fem","V","V,сов,нп=непрош,ед,изъяв,3-л","е'щет"
"благословит","благослови'т","0001","1","masc","V","V,пе=непрош,ед,изъяв,3-л,сов","и'т"
"родит","роди'т","01","1","masc","V","V=непрош,ед,изъяв,3-л,сов,пе","и'т"
"заставит","заста'вит","010","10","fem","V","V,пе=непрош,ед,изъяв,3-л,сов","а'вит"
"потекут","потеку'т","001","1","masc","V","V,сов,нп=непрош,мн,изъяв,3-л","у'т"
"изгрызут","изгрызу'т","001","1","masc","V","V,пе=непрош,мн,изъяв,3-л,сов","у'т"
"несомненную","несомне'нную","00100","100","dactylic","A","A=вин,ед,полн,жен","е'нную"
"долечу","долечу'","001","1","masc","V","V,нп=непрош,ед,изъяв,1-л,сов","чу'"
"неизменную","неизме'нную","00100","100","dactylic","A","A=вин,ед,полн,жен","е'нную"
"кроют","кро'ют","10","10","fem","V","V,несов,пе=непрош,мн,изъяв,3-л","о'ют"
"манить","мани'ть","01","1","masc","V","V,несов,пе=инф","и'ть"
"долетел","долете'л","001","1","masc","V","V,нп=прош,ед,изъяв,муж,сов","е'л"
"передовой","передово'й","0001","1","masc","A","A=(вин,ед,полн,муж,неод|им,ед,полн,муж|пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)","о'й"
"уцелели","уцеле'ли","0010","10","fem","V","V,сов,нп=прош,мн,изъяв","е'ли"
"загудает","загуда'ет","0010","10","fem","V","V,сов,нп=непрош,ед,изъяв,3-л","а'ет"
"рыбаку","рыбаку'","001","1","masc","S","S,муж,од=дат,ед","ку'"
"проку","про'ку","10","10","fem","S","S,муж,неод=(дат,ед|парт,ед)","о'ку"
"прибором","прибо'ром","010","10","fem","S","S,муж,неод=твор,ед","о'ром"
"бором","бо'ром","10","10","fem","S","S,муж,неод=твор,ед","о'ром"
"махнул","махну'л","01","1","masc","V","V,сов,нп=прош,ед,изъяв,муж","у'л"
"блюдо","блю'до","10","10","fem","S","S,сред,неод=(вин,ед|им,ед)","ю'до"
"полчаса","полчаса'","001","1","masc","S","S,ед,сред,неод=(вин|им)","са'"
"земном","земно'м","01","1","masc","A","A=(пр,ед,полн,муж|пр,ед,полн,сред)","о'м"
"неправ","непра'в","01","1","masc","A","A=ед,кр,муж","а'в"
"воздаяний","воздая'ний","0010","10","fem","S","S,сред,неод=род,мн","я'ний"
"посещу","посещу'","001","1","masc","V","V,пе=непрош,ед,изъяв,1-л,сов","щу'"
"затуманит","затума'нит","0010","10","fem","V","V,пе=непрош,ед,изъяв,3-л,сов","а'нит"
"обрати","обрати'","001","1","masc","V","V,пе=ед,пов,2-л,сов","ти'"
"стремят","стремя'т","01","1","masc","V","V,несов,пе=непрош,мн,изъяв,3-л","я'т"
"грянь","гря'нь","1","1","masc","V","V,сов,нп=ед,пов,2-л","я'нь"
"медведь","медве'дь","01","1","masc","S","S,муж,од=им,ед","е'дь"
"цел","це'л","1","1","masc","A","A=ед,кр,муж","е'л"
"колпаки","колпаки'","001","1","masc","S","S,муж,неод=(вин,мн|им,мн)","ки'"
"вздохну","вздохну'","01","1","masc","V","V,нп=непрош,ед,изъяв,1-л,сов","ну'"
"опускает","опуска'ет","0010","10","fem","V","V=непрош,ед,изъяв,3-л,несов,пе","а'ет"
"старожила","старожи'ла","0010","10","fem","S","S,муж,од=(вин,ед|род,ед)","и'ла"
"обдается","обдаё'тся","0010","10","fem","V","V,несов,нп=непрош,ед,изъяв,3-л","ё'тся"
"рыданий","рыда'ний","010","10","fem","S","S,сред,неод=род,мн","а'ний"
"прервался","прерва'лся","010","10","fem","V","V,нп=прош,ед,изъяв,муж,сов","а'лся"
"разбивает","разбива'ет","0010","10","fem","V","V,пе=непрош,ед,изъяв,3-л,несов","а'ет"
"пронзенный","пронзё'нный","010","10","fem","V","V=(прош,вин,ед,прич,полн,муж,сов,страд,неод,пе|прош,им,ед,прич,полн,муж,сов,страд,пе)","ё'нный"
"оперенный","оперё'нный","0010","10","fem","V","V,пе=(прош,вин,ед,прич,полн,муж,сов,страд,неод|прош,им,ед,прич,полн,муж,сов,страд)","ё'нный"
"изображая","изобража'я","00010","10","fem","V","V=непрош,деепр,несов,пе","а'я"
"навей","наве'й","01","1","masc","S","S,жен,неод=род,мн","е'й"
"возбраняя","возбраня'я","0010","10","fem","V","V,пе=непрош,деепр,несов","я'я"
"примирила","примири'ла","0010","10","fem","V","V,пе=прош,ед,изъяв,жен,сов","и'ла"
"вея","вея'","10","10","fem","V","V,несов,пе=непрош,деепр","ея'"
"пускает","пуска'ет","010","10","fem","V","V=непрош,ед,изъяв,3-л,несов,пе","а'ет"
"обороняет","обороня'ет","00010","10","fem","V","V,пе=непрош,ед,изъяв,3-л,несов","я'ет"
"ножи","ножи'","01","1","masc","S","S,муж,неод=(вин,мн|им,мн)","жи'"
"убийцы","уби'йцы","010","10","fem","S","S,мж,од=(род,ед|им,мн)","и'йцы"
"рогатой","рога'той","010","10","fem","A","A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)","а'той"
"сжатой","сжа'той","10","10","fem","A","A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)","а'той"
"кошельков","кошелько'в","001","1","masc","S","S,муж,неод=род,мн","о'в"
"балаганы","балага'ны","0010","10","fem","S","S,муж,неод=(вин,мн|им,мн)","а'ны"
"хомуты","хомуты'","001","1","masc","S","S,муж,неод=(вин,мн|им,мн)","ты'"
"модных","мо'дных","10","10","fem","A","A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)","о'дных"
"отставной","отставно'й","001","1","masc","A","A=(вин,ед,полн,муж,неод|им,ед,полн,муж|пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)","о'й"
"церквям","церквя'м","01","1","masc","S","S,жен,неод=дат,мн","я'м"
"монастырям","монастыря'м","0001","1","masc","S","S,муж,неод=дат,мн","я'м"
"дочерям","дочеря'м","001","1","masc","S","S,жен,од=дат,мн","я'м"
"покроя","покро'я","010","10","fem","S","S,муж,неод=род,ед","о'я"
"меньшая","ме'ньшая","100","100","dactylic","A","A,полн=им,ед,жен","е'ньшая"
"сивилла","сиви'лла","010","10","fem","S","S,жен,од=им,ед","и'лла"
"изобразила","изобрази'ла","00010","10","fem","V","V=прош,ед,изъяв,жен,сов","и'ла"
"крокодила","крокоди'ла","0010","10","fem","S","S,муж,од=(вин,ед|род,ед)","и'ла"
"площадной","площадно'й","001","1","masc","A","A=(вин,ед,полн,муж,неод|им,ед,полн,муж|пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)","о'й"
"испугу","испу'гу","010","10","fem","S","S,муж,неод=дат,ед","у'гу"
"претерпел","претерпе'л","001","1","masc","V","V,пе=прош,ед,изъяв,муж,сов","е'л"
"томленью","томле'нью","010","10","fem","S","S,сред,неод=дат,ед","е'нью"
"тужу","тужу'","01","1","masc","V","V,несов,нп=непрош,ед,изъяв,1-л","жу'"
"существую","существу'ю","0010","10","fem","V","V,несов,нп=непрош,ед,изъяв,1-л","у'ю"
"клевал","клева'л","01","1","masc","V","V,несов,пе=прош,ед,изъяв,муж","а'л"
"чужда","чужда'","01","1","masc","A","A=ед,кр,жен","да'"
"кипящие","кипя'щие","0100","100","dactylic","V","V,несов,нп=(непрош,им,мн,прич,полн,действ|непрош,вин,мн,прич,полн,действ,неод)","я'щие"
"блестящие","блестя'щие","0100","100","dactylic","A","A=(вин,мн,полн,неод|им,мн,полн)","я'щие"
"испытавшие","испыта'вшие","00100","100","dactylic","V","V,пе=(прош,им,мн,прич,полн,сов,действ|прош,вин,мн,прич,полн,сов,действ,неод)","а'вшие"
"глубинами","глуби'нами","0100","10","fem","S","S,жен,неод=твор,мн","а'ми"
"подмывает","подмыва'ет","0010","10","fem","V","V=непрош,ед,изъяв,3-л,несов,пе","а'ет"
"тащит","та'щит","10","10","fem","V","V,несов,пе=непрош,ед,изъяв,3-л","а'щит"
"нежному","не'жному","100","100","dactylic","A","A=(дат,ед,полн,муж|дат,ед,полн,сред)","е'жному"
"царскому","ца'рскому","100","100","dactylic","A","A=(дат,ед,полн,муж|дат,ед,полн,сред)","а'рскому"
"весточку","ве'сточку","100","100","dactylic","S","S,жен,неод=вин,ед","е'сточку"
"думушку","ду'мушку","100","100","dactylic","S","S,жен,неод=вин,ед","у'мушку"
"литературу","литерату'ру","00010","10","fem","S","S,жен,неод=вин,ед","у'ру"
"лауру","ла'уру","100","100","dactylic","S","S,имя,жен,од=вин,ед","а'уру"
"елеонору","елеоно'ру","00010","10","fem","S","S,имя,жен,од=вин,ед","о'ру"
"вздору","вздо'ру","10","10","fem","S","S,муж,неод=(дат,ед|парт,ед)","о'ру"
"клен","кле'н","1","1","masc","S","S,муж,неод=(вин,ед|им,ед)","е'н"
"дружба","дру'жба","10","10","fem","S","S,жен,неод=им,ед","у'жба"
"служба","слу'жба","10","10","fem","S","S,жен,неод=им,ед","у'жба"
"кровли","кро'вли","10","10","fem","S","S,жен,неод=(вин,мн|род,ед|им,мн)","о'вли"
"похвала","похвала'","001","1","masc","S","S,жен,неод=им,ед","ла'"
"зажигаю","зажига'ю","0010","10","fem","V","V=непрош,ед,изъяв,1-л,несов,пе","а'ю"
"посылаю","посыла'ю","0010","10","fem","V","V=непрош,ед,изъяв,1-л,несов,пе","а'ю"
"ату","ату'","01","1","masc","INTJ","INTJ=","ту'"
"фиту","фиту'","01","1","masc","S","S,жен,неод=вин,ед","ту'"
"федору","федо'ру","010","10","fem","S","S,имя,муж,од=дат,ед","о'ру"
"который","кото'рый","010","10","fem","APRO","APRO=(вин,ед,муж,неод|им,ед,муж)","о'рый"
"хворы","хво'ры","10","10","fem","A","A=мн,кр","о'ры"
"скалить","ска'лить","10","10","fem","V","V,несов,пе=инф","а'лить"
"осудит","осу'дит","010","10","fem","V","V=непрош,ед,изъяв,3-л,сов","у'дит"
"сберется","сбе'рется","100","100","dactylic","V","V,непрош,ед,изъяв,3-л,несов=","е'рется"
"обратив","обрати'в","001","1","masc","V","V,пе=прош,деепр,сов","и'в"
"сияной","сия'ной","010","10","fem","S","S,имя,жен,од=твор,ед","я'ной"
"поляной","поля'ной","010","10","fem","S","S,жен,неод=твор,ед","я'ной"
"омертвелые","омертве'лые","00100","100","dactylic","A","A=(вин,мн,полн,неод|им,мн,полн)","е'лые"
"бьлые","бьлы'е","10","10","fem","S","S,мн,неод=(вин|им)","ы'е"
"вещие","ве'щие","100","100","dactylic","A","A=(вин,мн,полн,неод|им,мн,полн)","е'щие"
"разбогател","разбогате'л","0001","1","masc","V","V,сов,нп=прош,ед,изъяв,муж","е'л"
"мрачны","мра'чны","10","10","fem","A","A=мн,кр","а'чны"
"ладьёю","ладьё'ю","010","10","fem","S","S,жен,неод=твор,ед","ё'ю"
"силою","си'лою","100","100","dactylic","S","S,жен,неод=твор,ед","и'лою"
"сладкою","сла'дкою","100","100","dactylic","A","A=твор,ед,полн,жен","а'дкою"
"гармонии","гармо'нии","0100","100","dactylic","S","S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн)","о'нии"
"благовонии","благово'нии","00100","100","dactylic","S","S,сред,неод=пр,ед","о'нии"
"уединения","уедине'ния","000100","100","dactylic","S","S,сред,неод=(вин,мн|род,ед|им,мн)","е'ния"
"упоения","упое'ния","00100","100","dactylic","S","S,сред,неод=(вин,мн|род,ед|им,мн)","е'ния"
"влечения","влече'ния","0100","100","dactylic","S","S,сред,неод=(вин,мн|род,ед|им,мн)","е'ния"
"обручения","обруче'ния","00100","100","dactylic","S","S,сред,неод=(вин,мн|род,ед|им,мн)","е'ния"
"мечтания","мечта'ния","0100","100","dactylic","S","S,сред,неод=(вин,мн|род,ед|им,мн)","а'ния"
"очертания","очерта'ния","00100","100","dactylic","S","S,сред,неод=(вин,мн|род,ед|им,мн)","а'ния"
"невинные","неви'нные","0100","100","dactylic","A","A=(вин,мн,полн,неод|им,мн,полн)","и'нные"
"длинные","дли'нные","100","100","dactylic","A","A=(вин,мн,полн,неод|им,мн,полн)","и'нные"
"неподдельные","неподде'льные","00100","100","dactylic","A","A=(вин,мн,полн,неод|им,мн,полн)","е'льные"
"милою","ми'лою","100","100","dactylic","A","A=твор,ед,полн,жен","и'лою"
"идеальною","идеа'льною","00100","100","dactylic","A","A=твор,ед,полн,жен","а'льною"
"отрадная","отра'дная","0100","100","dactylic","A","A=им,ед,полн,жен","а'дная"
"лизету","лизе'ту","010","10","fem","S","S,муж,неод=(дат,ед|парт,ед)","е'ту"
"граниту","грани'ту","010","10","fem","S","S,муж,неод=дат,ед","и'ту"
"поиграть","поигра'ть","001","1","masc","V","V,сов,пе=инф","а'ть"
"щеголять","щеголя'ть","001","1","masc","V","V,несов,нп=инф","я'ть"
"разбирает","разбира'ет","0010","10","fem","V","V=непрош,ед,изъяв,3-л,несов,пе","а'ет"
"наставляет","наставля'ет","0010","10","fem","V","V,пе=непрош,ед,изъяв,3-л,несов","я'ет"
"болтает","болта'ет","010","10","fem","V","V,несов,пе=непрош,ед,изъяв,3-л","а'ет"
"убиваю","убива'ю","0010","10","fem","V","V,пе=непрош,ед,изъяв,1-л,несов","а'ю"
"стреляю","стреля'ю","010","10","fem","V","V,несов,пе=непрош,ед,изъяв,1-л","я'ю"
"отвожу","отвожу'","001","1","masc","V","V=непрош,ед,изъяв,1-л,несов,пе","жу'"
"небесная","небе'сная","0100","100","dactylic","A","A=им,ед,полн,жен","е'сная"
"необъятная","необъя'тная","00100","100","dactylic","A","A=им,ед,полн,жен","я'тная"
"сбылись","сбы'лись","10","10","fem","V","V,нп=прош,мн,изъяв,сов","ы'лись"
"сжились","сжили'сь","01","1","masc","V","V,нп=прош,мн,изъяв,сов","и'сь"
"надоедает","надоеда'ет","00010","10","fem","V","V,нп=непрош,ед,изъяв,3-л,несов","а'ет"
"попадает","попада'ет","0010","10","fem","V","V,нп=(непрош,ед,изъяв,3-л,несов|непрош,ед,изъяв,3-л,сов)","а'ет"
"доступны","досту'пны","010","10","fem","A","A=мн,кр","у'пны"
"пророков","проро'ков","010","10","fem","S","S,муж,од=(вин,мн|род,мн)","о'ков"
"пороков","поро'ков","010","10","fem","S","S,муж,неод=род,мн","о'ков"
"благодатней","благода'тней","0010","10","fem","A","A=срав","а'тней"
"серебристою","серебри'стою","00100","100","dactylic","A","A=твор,ед,полн,жен","и'стою"
"огнистою","огни'стою","0100","100","dactylic","A","A=твор,ед,полн,жен","и'стою"
"тучею","ту'чею","100","100","dactylic","S","S,жен,неод=твор,ед","у'чею"
"дораша","дора'ша","010","10","fem","S","S,имя,муж,од=им,ед","а'ша"
"араша","ара'ша","010","10","fem","S","S,имя,муж,од=(вин,ед|род,ед)","а'ша"
"золотил","золоти'л","001","1","masc","V","V,несов,пе=прош,ед,изъяв,муж","и'л"
"вдыхал","вдыха'л","01","1","masc","V","V,пе=прош,ед,изъяв,муж,несов","а'л"
"волновал","волнова'л","001","1","masc","V","V,несов,пе=прош,ед,изъяв,муж","а'л"
"у","у'","1","1","masc","PR","PR=","у'"
"плитою","плито'ю","010","10","fem","S","S,жен,неод=твор,ед","о'ю"
"пилит","пи'лит","10","10","fem","V","V,несов,пе=непрош,ед,изъяв,3-л","и'лит"
"завезено","завезено'","0001","1","masc","V","V=прош,ед,прич,кр,сред,сов,страд","но'"
"пусти","пусти'","01","1","masc","V","V=ед,пов,2-л,сов","ти'"
"сыне","сы'не","10","10","fem","S","S,муж,од=пр,ед","ы'не"
"тревожиться","трево'житься","0100","100","dactylic","V","V,несов,нп=инф","о'житься"
"умножится","умно'жится","0100","100","dactylic","V","V,нп=непрош,ед,изъяв,3-л,сов","о'жится"
"черноокая","черноо'кая","00100","100","dactylic","A","A=им,ед,полн,жен","о'кая"
"приличию","прили'чию","0100","100","dactylic","S","S,сред,неод=дат,ед","и'чию"
"загляну","загляну'","001","1","masc","V","V,нп=непрош,ед,изъяв,1-л,сов","ну'"
"солнце","со'лнце","10","10","fem","S","S,сред,неод=(пр,ед|вин,ед|им,ед)","о'лнце"
"зажигался","зажига'лся","0010","10","fem","V","V,нп=прош,ед,изъяв,муж,несов","а'лся"
"соколины","соколи'ны","0010","10","fem","S","S,фам,жен,од=им,мн","и'ны"
"берёзы","берё'зы","010","10","fem","S","S,жен,неод=(вин,мн|род,ед|им,мн)","ё'зы"
"напоила","напои'ла","0010","10","fem","V","V,сов,пе=прош,ед,изъяв,жен","и'ла"
"выжимает","выжима'ет","0010","10","fem","V","V,пе=непрош,ед,изъяв,3-л,несов","а'ет"
"взыграет","взыгра'ет","010","10","fem","V","V,сов,нп=непрош,ед,изъяв,3-л","а'ет"
"запылает","запыла'ет","0010","10","fem","V","V,сов,нп=непрош,ед,изъяв,3-л","а'ет"
"работает","рабо'тает","0100","100","dactylic","V","V,несов,нп=непрош,ед,изъяв,3-л","о'тает"
"пугает","пуга'ет","010","10","fem","V","V,несов,пе=непрош,ед,изъяв,3-л","а'ет"
"исчезать","исчеза'ть","001","1","masc","V","V,нп=инф,несов","а'ть"
"обсушит","обсу'шит","010","10","fem","V","V,пе=непрош,ед,изъяв,3-л,сов","у'шит"
"истомит","истоми'т","001","1","masc","V","V,пе=непрош,ед,изъяв,3-л,сов","и'т"
"тетиву","тетиву'","001","1","masc","S","S,жен,неод=вин,ед","ву'"
"одноплеменный","одноплеме'нный","00010","10","fem","A","A=(вин,ед,полн,муж,неод|им,ед,полн,муж)","е'нный"
"безопасным","безопа'сным","0010","10","fem","A","A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)","а'сным"
"сгубит","сгу'бит","10","10","fem","V","V,сов,пе=непрош,ед,изъяв,3-л","у'бит"
"пострадать","пострада'ть","001","1","masc","V","V,сов,нп=инф","а'ть"
"разделе","разде'ле","010","10","fem","S","S,муж,неод=пр,ед","е'ле"
"сею","се'ю","10","10","fem","APRO","APRO=твор,ед,жен","е'ю"
"светлею","светле'ю","010","10","fem","V","V,несов,нп=непрош,ед,изъяв,1-л","е'ю"
"лучистая","лучи'стая","0100","100","dactylic","A","A=им,ед,полн,жен","и'стая"
"безотрадная","безотра'дная","00100","100","dactylic","A","A=им,ед,полн,жен","а'дная"
"супругой","супру'гой","010","10","fem","S","S,жен,од=твор,ед","у'гой"
"негодуя","негоду'я","0010","10","fem","V","V,несов,нп=непрош,деепр","у'я"
"разбудит","разбу'дит","010","10","fem","V","V,сов,пе=непрош,ед,изъяв,3-л","у'дит"
"покушенья","поку'шенья","0100","10","fem","S","S,сред,неод=(вин,мн|род,ед|им,мн)","е'нья"
"посвящал","посвяща'л","001","1","masc","V","V,пе=прош,ед,изъяв,муж,несов","а'л"
"почитал","почита'л","001","1","masc","V","V,пе=прош,ед,изъяв,муж,несов","а'л"
"мужику","мужику'","001","1","masc","S","S,муж,од=дат,ед","ку'"
"цуг","цу'г","1","1","masc","S","S,муж,неод=(вин,ед|им,ед)","у'г"
"помогают","помога'ют","0010","10","fem","V","V,нп=непрош,мн,изъяв,3-л,несов","а'ют"
"смелая","сме'лая","100","100","dactylic","A","A=им,ед,полн,жен","е'лая"
"взлетит","взлети'т","01","1","masc","V","V,нп=непрош,ед,изъяв,3-л,сов","и'т"
"пропетид","пропе'тид","010","10","fem","S","S,муж,од=им,ед","е'тид"
"осуществит","осуществи'т","0001","1","masc","V","V,пе=непрош,ед,изъяв,3-л,сов","и'т"
"разогреет","разогре'ет","0010","10","fem","V","V,пе=непрош,ед,изъяв,3-л,сов","е'ет"
"питаю","пита'ю","010","10","fem","V","V,несов,пе=непрош,ед,изъяв,1-л","а'ю"
"изваяю","извая'ю","0010","10","fem","V","V,сов,пе=непрош,ед,изъяв,1-л","я'ю"
"рева","рё'ва","10","10","fem","S","S,муж,неод=род,ед","ё'ва"
"нарева","наре'ва","010","10","fem","S","S,гео,муж,неод=род,ед","е'ва"
"зева","зе'ва","10","10","fem","S","S,муж,неод=род,ед","е'ва"
"кропит","кропи'т","01","1","masc","V","V,несов,пе=непрош,ед,изъяв,3-л","и'т"
"возвратил","возврати'л","001","1","masc","V","V,пе=прош,ед,изъяв,муж,сов","и'л"
"умащал","умаща'л","001","1","masc","V","V=прош,ед,изъяв,муж,несов,пе","а'л"
"глупцов","глупцо'в","01","1","masc","S","S,муж,од=(вин,мн|род,мн)","о'в"
"льстецов","льстецо'в","01","1","masc","S","S,муж,од=(вин,мн|род,мн)","о'в"
"созревал","созрева'л","001","1","masc","V","V,нп=прош,ед,изъяв,муж,несов","а'л"
"привольное","приво'льное","0100","100","dactylic","A","A=(вин,ед,полн,сред|им,ед,полн,сред)","о'льное"
"поднебесное","поднебе'сное","00100","100","dactylic","A","A=(вин,ед,полн,сред|им,ед,полн,сред)","е'сное"
"карты","ка'рты","10","10","fem","S","S,жен,неод=(вин,мн|род,ед|им,мн)","а'рты"
"бонапарты","бонапа'рты","0010","10","fem","S","S,фам,муж,од=им,мн","а'рты"
"кричит","кричи'т","01","1","masc","V","V,несов,нп=непрош,ед,изъяв,3-л","и'т"
"напомянет","напомя'нет","0010","10","fem","V","V,сов,пе=непрош,ед,изъяв,3-л","я'нет"
"греши","греши'","01","1","masc","V","V,несов,нп=ед,пов,2-л","ши'"
