id	signature	author	title	first_line	year	razmer	source_type	text_raw	text_lem	corpus
rp	Мерзляков	Мерзляков	Русская песня	Не липочка кудрявая	1810	Аф2дж + Я3д	periodical	"Не липочка кудрявая
Колышется ветром,
Не реченька глубокая
Кипит в непогоде,
Не белая ковыль-трава
Волнуется в поле —
Волнуется ретивое,
Кипит, кипит сердце;
У красной у девицы
Колышутся груди;
Перекатным бисером
Текут горьки слезы;
Текут с лица на белу грудь
И грудь не покоят!
Ах, прежде красавица
Всех нас веселила,
А ныне красавица
Вдруг стала уныла.
Развейтесь, развейтесь вы,
Девически кудри!
Поблекни, поблекни ты,
Девическа прелесть!
К чему вы мне надобны,
Коль вы не для друга?
К чему мне наряды все,
Коль он не со мною?
С кем сладко порадуюсь,
С кем сладко поплачу?
Ты, милый друг, радостью,
Ты был мне красою!
Тебя только слышала,
Тобою дышала,
В тебе свет я видела,
В тебе веселилась!..
С собою ты сердце взял —
Чем жить, веселиться?
Родные вкруг сердятся,
Что я изменилась;
Другие притворствуют,
А я не умею!..
Ах, с дальней сторонушки
Пришли ко мне весточку,
Что здрав ты и радостен
И что меня помнишь!
Тогда улыбнуся я
На белый свет снова;
Тогда и в разлуке злой
Сольемся сердцами!
Тогда оживу опять
Для вас, добры люди!
"	не липочка кудрявый колыхаться ветер не реченька глубокий кипеть в непогода не белый ковыль трава волноваться в поле волноваться ретивое кипеть кипеть сердце у красный у девица колыхаться грудь перекатный бисер течь горький слеза течь с лицо на бел грудь и грудь не покоить ах прежде красавица весь мы веселить а ныне красавица вдруг становиться унылый развиваться развиваться вы девически кудри поблекнуть поблекнуть ты девическа прелесть к что вы я надобный коль вы не для друг к что я наряд весь коль он не со я с кто сладко порадоваться с кто сладко поплакать ты милый друг радость ты быть я краса ты только слышать ты дышать в ты свет я видеть в ты веселиться с себя ты сердце взять чем жить веселиться родной вкруг сердиться что я изменяться другой притворствовать а я не уметь ах с дальний сторонушка приходить ко я весточка что здравый ты и радостный и что я помнить тогда улыбнуся я на белый свет снова тогда и в разлука злой сливаться сердце тогда оживать опять для вы добрый человек	rus_song
rp	Мерзляков	Мерзляков	Чувства в разлуке	Что не девица во тереме своем	1805	Х6м	periodical	"Что не девица во тереме своем
Заплетает русы кудри серебром?
Месяц на небе, без ровни, сам-большой,
Убирается своею красотой.
Светлый месяц! весели, дружок, себя!
Знать, кручинушке высоко до тебя.
Ты один, мой друг, гуляешь в небесах,
Ты на небе так, как я в чужих краях;
А не знаешь муки тяжкой — быть одним,
И не сетуешь с приятелем своим!..
Ах! всмотрись в мои заплаканны глаза,
Отгадай, что говорит моя слеза:
Травка на поле лишь дожжичком цветет,
А в разлуке сердце весточкой живет!
Всё ли милая с тобой еще дружна,
Пригорюнившись, сидит ли у окна,
Обо мне ли разговор с тобой ведет
И мои ли она песенки поет?
Птичка пугана пугается всего!
Горько мучиться для горя одного!
Горько плакать и конца бедам не знать!
Не с кем слез моих к любезной переслать!
У тоски моей нет крыльев полететь,
У души моей нет силы потерпеть,
У любви моей нет воли умереть.
Изнывай же на сторонушке чужой,
Как в могиле завален один живой!
Будь, любезная, здорова, весела;
Знать, ко мне моя судьбинушка пришла!
"	что не девица во терем свой заплетать русый кудри серебро месяц на небо без ровня сам большой убираться свой красота светлый месяц веселить дружок себя знать кручинушка высоко до ты ты один мой друг гулять в небо ты на небо так как я в чужой край а не знать мука тяжкий быть один и не сетовать с приятель свой ах всматриваться в мой заплаканный глаз отгадывать что говорить мой слеза травка на поле лишь дожжичек цвести а в разлука сердце весточка жить весь ли милый с ты еще дружный пригорюниваться сидеть ли у окно обо я ли разговор с ты вести и мой ли она песенка петь птичка пуганый пугаться все горько мучиться для горе один горько плакать и конец беда не знать не с кто слеза мой к любезный пересылать у тоска мой нет крыло полететь у душа мой нет сила потерпеть у любовь мой нет воля умирать изнывать же на сторонушка чужой как в могила заваливать один живой быть любезный здоровый веселый знать ко я мой судьбинушка приходить	rus_song
rp	Мерзляков	Мерзляков	Сельская элегия	Что мне делать в тяжкой участи своей	1805	Х6м	periodical	"Что мне делать в тяжкой участи своей?
Где размыкать горе горькое свое?
Сердце, сердце, ты вещун, губитель мой!
Для чего нельзя не слушать нам тебя?
Как охотник приучает соколов,
Приучаешь ты тоску свою к себе;
Манишь горесть, без того твою родню;
Приласкала грусть слезами ты к себе!
Вейте, буйны, легкокрылы ветерки,
Развевайте кудри черные лесов,
Вейте, весточки, с далекой стороны,
Развевайте мою смертную печаль!
Вы скажите: жить ли, бедной, мне в тоске?
Вы скажите: жив ли милый мой дружок?
Долго, долго ждет любовь моя его!
Вот уж три года тоске моей минет;
Ровно три года, как слуху нет об нем;
Нет ни грамотки, ни вестки никакой!
Ах! ужли-то солнце стало холодней?
Неужли-то кровь ретива не кипит?
Неужли твое сердечко, милый друг,
Ничего тебе о мне не говорит?
Много время, чтоб состариться любви!
Много время, позабыть и изменить!
Ветер дунул с чужой, дальней стороны,
Показалася зарница над горой,
Улыбнулася красотка молодцу,
И прости мое всё счастье и покой!
Нет! не верю я причудам всем своим:
Милый друг мой! твоя девушка в тоске,
Тебе верит больше, нежели себе.
Знать, злосчастным нам такой уже талант —
Не делясь душой, делиться ввек житьем;
Знать, затем-то в зеленом у нас саду
Два цветочка одиночкою росли,
Одним солнышком и грелись, и цвели,
Одной радостью питались на земли,
Чтобы ветры их далеко разнесли,
Чтобы в разных рассадить их сторонах,
Чтоб на разных вдруг засохнуть им грядах!
У них отняли последню радость их,
Чтобы вместе горевать и умереть.
Поздно, миленький, на родину придешь,
Поздно, солнышко, на гроб ты мой блеснешь!
Я найду уже другого жениха,
Обвенчаюся со смертью без тебя,
Сам ты нехотя меня сосватал с ней!
Приди, милый друг, к могиле ты моей!
Ты сорви цветок лазоревый на ней;
Он напомнит, как цвела я при тебе,
Ты оттудова поди в темны леса,
Там услышишь ты кукушку вдалеке:
Куковала так злосчастная в тоске;
Горесть съела всю девичью красоту;
Сердце бедное слезами истекло.
Как подкошенна травинушка в лугу,
Вся иссохла я без милого дружка!
Место всякое — не место для меня,
Все веселья — не веселья без тебя.
Рада б я бежать за тридевять земель,
Но возможно ли от сердца нам уйти?
Но возможно ли от горя убежать?
Оно точит стены каменны насквозь,
Оно гонится за нами в самый гроб!
Девки просят, чтоб не выла я при них:
«Ты лишь портишь наши игры, — говорят, —
На тебя глядя, нам тошно и самим!» —
Ах! подруженьки! вы не жили совсем!
Вы не знаете, и дай, боже, не знать
Горя сладкого, опасного — любить!
Ваше сердце не делилося ни с кем;
В моем сердце половины целой нет!
В моем милом я любила этот свет!
В нем одном и род, и племя всё мое,
В нем одном я весела и хороша,
Без него, млада, ни людям, ни себе.
Ах! когда вы что узнаете об нем,
Не таитесь, добры люди, от меня;
Уж не бойтесь испугать меня ничем!
Вы скажите правду-истину скорей;
Легче, знав беду, однажды умереть,
Чем, не знав ее, всечасно умирать.

"	что я делать в тяжкий участь свой где размыкивать горе горький свой сердце сердце ты вещун губитель мой для что нельзя не слушать мы ты как охотник приучать соколов приучать ты тоска свой к себя манить горесть без то твой родня приласкать грусть слеза ты к себя вить буйный легкокрылый ветерок развевать кудри черный лес вить весточка с далекий сторона развевать мой смертный печаль вы сказать жить ли бедный я в тоска вы сказать живой ли милый мой дружок долго долго ждать любовь мой он вот уж три год тоска мой минуть ровно три год как слух нет об он нет ни грамотка ни вестка никакой ах ужли то солнце становиться холодный неужли то кровь ретивый не кипеть неужли твой сердечко милый друг ничто ты о я не говорить много время чтоб состариться любовь много время позабывать и изменять ветер дунуть с чужой дальний сторона показалася зарница над гора улыбнулася красотка молодец и прощать мой весь счастие и покой нет не верить я причуда весь свой милый друг мой твой девушка в тоска ты верить больше нежели себя знать злосчастный мы такой уже талант не делиться душа делиться ввек житие знать затем то в зеленый у мы сад два цветочек одиночка расти один солнышко и греться и цвести один радость питаться на земля чтобы ветер они далеко разнести чтобы в разный рассаживать они сторона чтоб на разный вдруг засыхать он гряда у они отнимать последнить радость они чтобы вместе горевать и умирать поздно миленький на родина прийти поздно солнышко на гроб ты мой блеснуть я находить уже другой жених обвенчаюся со смерть без ты сам ты нехотя я сосватывать с она прийти милый друг к могила ты мой ты сорвать цветок лазоревый на она он напоминать как цвести я при ты ты оттудова поди в темный лес там услышать ты кукушка вдалеке куковать так злосчастный в тоска горесть съедать весь девичий красота сердце бедный слеза истекать как подкошенный травинушка в луг весь иссыхать я без милый дружка место всякий не место для я весь веселие не веселие без ты рад б я бежать за тридевять земля но возможно ли от сердце мы уходить но возможно ли от горе убегать оно точить стена каменный насквозь оно гнаться за мы в самый гроб девка просить чтоб не выть я при они ты лишь портить наш игра говорить на ты глядеть мы тошно и сам ах подруженька вы не жить совсем вы не знать и давать боже не знать горе сладкий опасный любить ваш сердце не делилось ни с кто в мой сердце половина целый нет в мой милый я любить этот свет в он один и род и племя весь мой в он один я веселый и хороший без он млада ни человек ни себя ах когда вы что узнавать об он не таиться добрый человек от я уж не бояться испугать я ничто вы сказать правда истина скоро легко знать беда однажды умирать чем не знать она всечасно умирать	rus_song
rp	Мерзляков	Мерзляков	Соловушко	Для чего летишь соловушко к садам	1810	Х6м	periodical	"Для чего летишь, соловушко, к садам?
Для соловушки алеет роза там.
Чем понравился лужок мне шелково?й?
Там встречаюсь я с твоею красотой.
Как лебедушка во стае голубей,
Среди девушек одна ты всех видней!
Что лань быстра, златорогая в лесах,
С робкой поступью гуляешь ты в лугах.
Гордо страстный взор, разбегчивый, блеснул;
Молодецкий круг невольно воздохнул,
Буйны головы упали на плеча,
Люди шепчут: для кого цветет она?
Наши души знают боле всех людей,
Наши взоры говорят всего ясней.
Но когда, скажи, терпеть престану я?
Дни ко мне бегут, а счастье — от меня.
Пусть еще я не могу владеть тобой,
Для чего же запретил тиран мне злой
Плакать, видеться с красавицей моей?
И слезам моим завидует, злодей!
"	для что лететь соловушко к сад для соловушка алеть роза там чем понравиться лужок я шелковый й там встречаться я с твой красота как лебедушка во стая голубь среди девушка один ты весь видный что лань быстрый златорогий в лес с робкий поступь гулять ты в луг гордо страстный взор разбегчивый блеснуть молодецкий круг невольно воздыхать буйный голова упасть на плечо человек шептать для кто цвести она наш душа знать боле весь человек наш взор говорить все ясно но когда сказать терпеть преставать я день ко я бежать а счастие от я пусть еще я не мочь владеть ты для что же запрещать тиран я злой плакать видеться с красавица мой и слеза мой завидовать злодей	rus_song
rp	Минаев, Д.	Минаев, Д.	Песня	Как по морю было синему	1839	Ан3д + Х4д	periodical	"Как по морю было синему,
По сердитому Хвалынскому,
Словно труженик, из давних дней,
Бороздил валы сокол-корабль.

Для него паруса – буря выткала!
У него флюгера – вьются молнии!
По узорным бортам – звезды нижутся!
И шумят в облаках мачты тяжкие!
Все над безднами летал корабль,
Он на якорь не стаивал,
Низко вихрю, брату малому,
Под грозою он не кланивался.

И на том корабле было три бойца:
На корме, со щитом — Еруслан стоял,
На носу с булавой — Полкан доблестный,
А на всем корабле — Илья Муромец!

"	как по море быть синий по сердитый хвалынский словно труженик из давний день бороздить вал сокол корабль для он парус буря выткать у он флюгер виться молния по узорный борт звезда низаться и шуметь в облако мачта тяжкий весь над бездна летать корабль он на якорь не стаивать низко вихорь брат малый под гроза он не кланиваться и на то корабль быть три боец на корма со щит еруслан стоять на нос с булава полкан доблестный а на весь корабль илья муромец	rus_song
rp	Мочалов, П.С.	Мочалов, П.С.	NA	Ах ты солнце солнце красное	1842	Х4д	periodical	"Ах ты, солнце, солнце красное!
Всё ты греешь, всех ты радуешь,
Лишь меня не греешь, солнышко!
Лишь меня не веселишь и в ясный день...
Всё равно мне, день ли пасмурный,
Или ты играешь на небе,
Всё мне скучно здесь и холодно...
Нет, уж, видно, солнцу красному
Не придется веселить меня,
А придется солнцу теплому
Греть могилу мою темную.
"	ах ты солнце солнце красный весь ты греть весь ты радовать лишь я не греть солнышко лишь я не веселить и в ясный день весь равно я день ли пасмурный или ты играть на небо весь я скучно здесь и холодно нет уж видно солнце красный не приходиться веселить я а приходиться солнце теплый греть могила мой темный	rus_song
rp	Мочалов, П.С.	Мочалов, П.С.	NA	Старый бор черный бор	1842	Ан2м	periodical	"Старый бор, черный бор!
Не шуми в тишине:
Уж и так без нее
На родной стороне
   Скучно мне!
Я далёко уйду,
Я далёко снесу
Ношу, тяжкую мне,
Думу злую мою!
Я уйду от людей,
Я размычу тоску
Средь широких степей.
Если ж там, вдалеке,
Будет дума при мне,
Так слезы от нее
Не увидите вы,
И последний мой вздох
Дума примет моя...
Пусть вдали от людей
Похоронят меня!
Ноша, тяжкая мне,
Дума злая моя
И тоска по тебе!..
"	старый бор черный бор не шуметь в тишина уж и так без она на родной сторона скучно я я далеко уходить я далеко снести носить тяжкий я дума злой мой я уходить от человек я размычать тоска средь широкий степь если ж там вдалеке будет дума при я так слеза от она не увидеть вы и последний мой вздох дума примета мой пусть вдали от человек похоронить я ноша тяжкий я дума злой мой и тоска по ты	rus_song
rp	Мочалов, П.С.	Мочалов, П.С.	Русское спасибо	Дайте слово, научите	1842	Х4жм + Пс2	periodical	"Дайте слово, научите,
Люди добрые меня —
Как ему сказать спасибо!
Не поймет он речь мою…
Ведь чтоб высказать всю душу,
Все, что на сердце храню —
Не научат верно люди,
А сам речи не найду…
Что сумею другу молвить?
Хоть всю азбуку сложи,
Сотой доли ведь не скажешь,
Хоть спасибо и семь слов.
Ну, да нет, поймет спасибо,
Потому, что от души
Расскажу я, как сумею,
За что сказано оно…

Полюбил я тебя, добра молодца, —
Отвечал ты мне на любовь мою
Чистым сердцем — речью сладкою…
Мы ответами поменялися, —
Не стаканами, не бокалами,
А сердцами крепко чекнулись
И душа душе аукнулась…
Ну пойдем же, друг, рука об руку
А встречать одну долю горькую…
Тяжела встреча коль один пойдешь,
Долог путь искать радости,
Коли не с кем разделить ее…
А теперь уж я не раздумаю,
Я с тобой пойду рука об руку,
И душа душе аукнулась,
И пришлося сердце по сердцу…
Ну, теперь уж верно понял ты,
Для чего сказал спасибо я?
Хоть речь моя без грамоты,
Да я душу в ней всю высказал
"	давать слово научать человек добрый я как он сказать спасибо не понимать он речь мой ведь чтоб высказывать весь душа весь что на сердце хранить не научать верно человек а сам речь не находить что суметь друг молвить хоть весь азбука слагать сотая доля ведь не сказать хоть спасибо и семь слово ну да нет понимать спасибо потому что от душа рассказывать я как суметь за что сказать оно полюбить я ты добро молодец отвечать ты я на любовь мой чистый сердце речь сладкий мы ответ поменялисить не стакан не бокал а сердце крепко чекнуться и душа душа аукнуться ну пойти же друг рука об рука а встречать один доля горький тяжелый встреча коль один пойти долгий путь искать радость коли не с кто разделять она а теперь уж я не раздумывать я с ты пойти рука об рука и душа душа аукнуться и пришлось сердце по сердце ну теперь уж верно понимать ты для что сказать спасибо я хоть речь мой без грамота да я душа в она весь высказывать	rus_song
rp	Н. В.	Н. В.	Светлица	Есть заветная светлица	1840	Х4жм	periodical	"Есть заветная светлица
На примете у меня,
В ней жила душа-девица,
Сердцу памятна она.

В той светлице, вы слыхали,
Рано утром, вечерком
Гусли стройные звучали,
С серебристым голоском.

Там все горе забывая
И заслушавшись игры,
Я просиживал, мечтая,
С светлоокой до зари.

Девы огненные глазки
В тьме блистали ярче дня.
Сколько неги, сколько ласки
Расточала мне она.

Но теперь уж та светлица
Одинока и пуста,
Ей красавица-девица
Изменила навсегда

Вместо песен, там уныло,
Ветер воет и свистит,
Сердце ищет девы милой.
И по ней оно грустит.
"	быть заветный светлица на примета у я в она жить душа девица сердце памятный она в тот светлица вы слыхать рано утро вечерок гусли стройный звучать с серебристый голосок там весь горе забывать и заслушиваться игра я просиживать мечтать с светлоокий до заря дева огненный глазок в тьма блистать яркий день сколько нега сколько ласка расточать я она но теперь уж тот светлица одинокий и пустой она красавица девица изменять навсегда вместо песня там уныло ветер выть и свистеть сердце искать дева милый и по она оно грустить	rus_song
rp	Н.Ш. (м.б. Н. Шигаев. (Рассказы и повести. Перев. 4. ч. Спб. 1835. )	Н.Ш. (м.б. Н. Шигаев. (Рассказы и повести. Перев. 4. ч. Спб. 1835. )	Русская красавица	Вот стоит она лебедь белая	1841	Пс2	periodical	"Вот стоит она, лебедь белая,
И хорошая, и пригожая.
Прилегают кудри русые
К лицу белому, румяному:
Кудри русые, будто золото!
Брови черные, как у соболя,
Очи ясные, как у сокола.
Сарафан у ней пестрый, шелковый,
Лента алая вьется змейкою,
Вплетена она в косу длинную,
Черевик у ней желтый, маленький.
В хоровод идет красна девица,
Поет песенки она, звонкие!
"	вот стоять она лебедь белый и хороший и пригожий прилегать кудри русый к лицо белый румяный кудри русый будто золото бровь черный как у соболь око ясный как у сокол сарафан у она пестрый шелковый лента алый виться змейка вплетать она в коса длинный черевик у она желтый маленький в хоровод идти красный девица петь песенка она звонкий	rus_song
rp	Надеждина, Э.	Надеждина, Э.	Локон	Говорил мне мил сердечный друг когда-то	1831	Х6ж	periodical	"Говорил мне мил сердечный друг когда-то:
Подари мне, раскрасавица, свой локон,
Я твой локон носить буду на колечке,
На колечке ль, у ретивова сердечка, —
Я возьму его в сыру землю с собою.
И на это я милому говорила:
Но свой локон не отдам тебе на память.
Сердце молодца, что вешний мотылечек:
Со цветочка на цветочек перлетает.
Кудри русые – краса души девицы,
Русы кудри – молодецкая зазноба.
Добрый молодец девицу покидает,
А другой уж ее локоном играет.
"	говорить я милый сердечный друг когда-то подарить я раскрасавица свой локон я твой локон носить быть на колечко на колечко ль у ретивов сердечко я взять он в сыр земля с себя и на это я милый говорить но свой локон не отдавать ты на память сердце молодец что вешний мотылечко со цветочек на цветочек перлетать кудри русый краса душа девица русый кудри молодецкий зазноба добрый молодец девица покидать а другой уж она локон играть	rus_song
rp	Нетанов	Нетанов	Песня	Прочь тоска змея	1848	Пс	periodical	"Прочь тоска змея
Безысходная
Загубила ты
Красну девицу,
Иссушила грудь
Белоснежную.
Истомила ты
Сердце бедное
Безотрадное.
И теперь оно
Безответное
Так болит, болит
Словно просится
Из груди моей
Аль тебе мое
Горе горькое
И исхода нет?
Аль тебе мое
Сердце бедное
Все болеть, болеть?
Аль тебе душа
Красна девица
Все страдать страдать
До могилы грусть
Всю не выплакать?
"	прочь тоска змея безысходный загубить ты красный девица иссушать грудь белоснежный истомлять ты сердце бедный безотрадный и теперь оно безответный так болеть болеть словно проситься из грудь мой аль ты мой горе горький и исход нет аль ты мой сердце бедный весь болеть болеть аль ты душа красный девица весь страдать страдать до могила грусть весь не выплакивать	rus_song
rp	Ниркомский	Ниркомский	NA	Матушка голубушка	1838	Х3дм	periodical	"""Матушка, голубушка,
Солнышко мое!
Пожалей, родимая, -
Я - дитя твое!
Словно змея лютая
Так грудь и сосет
И целую ноченьку
Мне спать не дает.
Всё мне что-то грезится,
Будто наяву,
Уж когда ложуся я,
Молитву творю,
То залетной пташечки
Песенка слышна, -
Сердце замирает,
Так сладка она!
То мне что-то видится,
Размечуся я;
Сердечко встоскуется -
В огне лежу я!
Ни игры, забавушки
Не веселы мне:
Всё тоска-кручинушка
Въяве и во сне.
Что это, родимушка,
Сталося со мной?
Стало, приключился мне
Злой недуг какой?
Али нет, родимая,
Зелья пособить?""
- ""Знать, приспело, дитятко,
Времечко любить!""
"	матушка голубушка солнышко мой пожалеть родимый я дитя твой словно змея лютый так грудь и сосать и целый ноченька я спать не давать весь я что-то грезиться будто наяву уж когда ложуся я молитва творить то залетный пташечка песенка слышный сердце замирать так сладкий она то я что-то видеться размечуся я сердечко встосковаться в огонь лежать я ни игра забавушка не веселый я весь тоска кручинушка въяве и во сон что это родимушка сталось со я становиться приключаться я злой недуг какой али нет родимый зелье пособлять знать приспевать дитятко времечко любить	rus_song
rp	Ниркомский	Ниркомский	Три русские песни (Ниркомский + Д. Пельский)	Ты не плачь, родимый батюшка	1838	Х4д	periodical	"Ты не плачь, родимый батюшка,
Ты не лей слез, моя матушка,
Не кручиньтесь мои братья вы!
Не пущу вас разлучиться я,
Вас я с женами любезными
И с детьми мал-мало меньшими:
Я бобыль ведь на белом свету,
У меня нет еще и суженой —
Красной девицы голубушки,
Не нашел я между нашими
Для ретивого зазнобушки.
Пойду за вас в службу царскую
В службу царску-государеву,
Наряжу я мою голову
В медну шапку золоченую,
Я сожму грудь молодецкую,
Броней крепкою, кольчатою: 
Я нагряну на врагов Руси
С верой истою Христовою,
И мечом, копьем булатными
Я сломлю всю силу вражеску,
заслужу я у Царя-Отца
Славу, почесть, и с наградою
Я приду к вам повидатися
Вином хлебным угостите вы,
С дружбой братской обнимите вы,
Убьют меня – вспомяните вы,
Добрым словом, панихидою.
"	ты не плакать родимый батюшка ты не лить слеза мой матушка не кручиниться мой брат вы не пуща вы разлучаться я вы я с жена любезный и с ребенок маленький мало меньший я бобыль ведь на белый свет у я нет еще и суженая красный девица голубушка не находить я между наш для ретивый зазнобушка пойти за вы в служба царский в служба царск государев наряжать я мой голова в медну шапка золоченый я сжимать грудь молодецкий броня крепкий кольчатый я нагрянуть на враг русь с вера истый христов и меч копье булатный я сламывать весь сила вражеск заслуживать я у царь отец слава почесть и с награда я прийти к вы повидатися вино хлебный угощать вы с дружба братский обнимать вы убивать я вспомянуть вы добрый слово панихида	rus_song
rp	О - л - а.	О - л - а.	Русская песня	Красавице-девице любить не велили	1840	Аф4жм	periodical	"Красавице-девице любить не велели,
Дружочка велели на веки забыть.
А как ей, бедняжке! С любовью не знаться,
А как ей победной, с дружком разлучаться.
Ах! Как ей сердечку пробыть, да прожить!
Недобрые люди про то не спросили.
Да тем ли злодеям про верность узнать,
Без всяких расспросов друзей разлучили,
По злым по наветам их начали гнать!
Бесчастный молодчик с тоски, со кручины
Не знает что делать: пришло умирать,
А красна девица на дальней чужбине
Все горе, все муки взялася терпеть!
Уж как бы злодеям о ней не стараться:
Боярство, богатство ее не польстят,
Измены позорной от ней не дождаться, —
Ах! Верное сердце беды не страшат!
Полюбишь дружочка, дружок да дружочек,
Где б не был, голубчик, а все недалек!
Надежа с любовью не розно ведуться
Сестричками дружно на веки живут:
К чему привязались, к тому и прижмутся:
Весь век извекуют, да с тем и умрут!

"	красавица девица любить не велеть дружочек велеть на веко забывать а как она бедняжка с любовь не знаться а как она победный с дружок разлучаться ах как она сердечко пробыть да проживать недобрый человек про то не спрашивать да то ли злодей про верность узнавать без всякий расспрос друг разлучать по злой по навет они начинать гнать бесчастный молодчик с тоска со кручина не знать что делать приходить умирать а красный девица на дальний чужбина весь горе весь мука взялася терпеть уж как бы злодей о она не стараться боярство богатство она не польстить измена позорный от она не дождаться ах верный сердце беда не страшить полюбить дружочек дружок да дружочек где б не быть голубчик а весь недалекий надежа с любовь не розно ведуваться сестричка дружно на веко жить к что привязываться к то и прижиматься весь век извековать да с то и умирать	rus_song
rp	О - л - а.	О - л - а.	Цыганская песня	Я вечор млада	1840	Пс	periodical	"Я вечор, млада,
Во пиру была
Во беседушке,
Не у матушки,
Не у батюшки,
Я была, млада,
У мила дружка
У сердечного!
Много было там
И хорошеньких,
И пригоженьких,
Добрых молодцов,
А пригожее,
Да приветливей
Моего дружка
Ненаглядного
Не случилося!
Изо всех гостей
Он один душа
Мне шел по сердцу
Красным солнышком!
На него ли я
Ненаглядного
Нагляжусь когда,
Уж при нем ли мне
Грусть-злодейку знать?
Мил сердечный друг,
Мой лазорев цвет,
С ним весна красна
Мне на целый век!
"	я вечор млада во пир быть во беседушка не у матушка не у батюшка я быть млада у мила дружка у сердечный много быть там и хорошенький и пригоженький добрый молодец а пригожий да приветливый мой дружка ненаглядный не случилось изо весь гость он один душа я идти по сердце красный солнышко на он ли я ненаглядный наглядеться когда уж при он ли я грусть злодейка знать милый сердечный друг мой лазорев цвет с он весна красный я на целый век	rus_song
