"","id","meter","feet","perc_meter","perc_feet"
"1266","P_942","iamb","4",1,0.81578947368421
"1267","P_943","iamb","6",1,0.75
"1268","P_944","iamb","4",1,0.82051282051282
"1269","P_945","iamb","free",1,NA
"1270","P_946","iamb","free",1,NA
"1271","P_947","iamb","4",1,0.875
"1272","P_948","trochee","4",0.625,0.84375
"1273","P_949","iamb","free",1,NA
"1274","P_95","iamb","4",1,0.84375
"1275","P_950","iamb","free",1,NA
"1276","P_951","iamb","free",1,NA
"1277","P_953","iamb","4",1,0.840909090909091
"1278","P_954","iamb","4",1,0.9375
"1279","P_955","iamb","4",1,0.775
"1280","P_956","iamb","free",1,NA
"1281","P_957","iamb","free",1,NA
"1282","P_958","iamb","5",1,0.844155844155844
"1283","P_959","trochee","4",0.833333333333333,0.833333333333333
"1284","P_96","iamb","5",0.666666666666667,0.855555555555556
"1285","P_960","iamb","4",1,0.9375
"1286","P_961","trochee","4",0.666666666666667,0.791666666666667
"1287","P_962","amphibrach","4",1,0.761904761904762
"1288","P_963","iamb","free",1,NA
"1289","P_965","iamb","5",1,0.928571428571429
"1290","P_966","trochee","4",0.818181818181818,0.954545454545455
"1291","P_967","iamb","free",1,NA
"1292","P_968","trochee","4",1,0.833333333333333
"1293","P_969","iamb","6",1,0.866666666666667
"1294","P_97","iamb","free",1,NA
"1295","P_970","iamb","5",1,0.926829268292683
"1296","P_971","iamb","free",1,NA
"1297","P_972","iamb","4",1,0.841463414634146
"1298","P_973","amphibrach","free",1,NA
"1299","P_974","iamb","4",1,0.833333333333333
"1300","P_975","iamb","6",1,1
"1301","P_976","trochee","4",0.9,0.825
"1302","P_977","iamb","4",1,0.875
"1303","P_978","iamb","4",0.75,1
"1304","P_979","iamb","free",1,NA
"1305","P_980","iamb","free",1,NA
"1306","P_981","iamb","4",1,0.8125
"1307","P_982","iamb","6",1,0.766666666666667
"1308","P_983","iamb","4",1,0.84375
"1309","P_984","trochee","4",1,0.892156862745098
"1310","P_985","iamb","free",1,NA
"1311","P_986","iamb","free",1,NA
"1312","P_987","iamb","5",1,0.777777777777778
"1313","P_988","iamb","free",1,NA
"1314","P_989","iamb","4",1,0.898305084745763
"1315","P_990","iamb","free",1,NA
"1316","P_991","dolnik3","free",0.6875,NA
"1317","P_992","iamb","free",0.857142857142857,NA
"1318","P_993","iamb","6",1,0.75
"1319","P_994","iamb","4",1,0.923076923076923
"1320","P_995","trochee","4",1,0.857142857142857
"1321","P_996","trochee","4",1,0.846153846153846
"1322","P_997","trochee","4",0.846153846153846,0.824786324786325
"1323","P_998","iamb","free",1,NA
"1324","P_999","iamb","6",0.857142857142857,0.821428571428571
