,Unnamed: 0,id,id_st,text,meter
2566,2567,P_1610,P_1610_1,"<1>
Блажен кто нищ, друзья Мои ,
По духу умственной гордыни ,
И кто мышления свои
Не счел за вечные твердыни;
Ему открыто в бытии
Все царство истинной святыни ,
Затем-что сердцем в простоте
Парит он к Божьей красоте.",iambos
2567,2568,P_1610,P_1610_2,"<2>
Блажен кто кроток и смирен ,
Кто здесь ни злобе, ни киченью
Себя не дал в позорный плен ;
Но подушевному влеченью
Среди наземных перемен
Вручил все Божью попеченью
До самых входов гробовых :
Ему владеть землей живых.",iambos
2568,2569,P_1610,P_1610_3,"<3>
Блажен кто плачу — как слуга ,
Кому страдания — как плата,
Чья жизнь от горести долга ,
Чья жизнь несчастьями богата ,
Кто в ближнем видит здесь врага,
Когда желал бы видеть брата,
Чтобы вовлечь в любовь свою :
Его утешит Бог в раю ...",iambos
2569,2570,P_1610,P_1610_4,"<4>
Блажен кто алчет доброты
И жаждет Божеского света ,
Кому все снеди с высоты
Здесь — как единственная мета ,
И кто в сем мире нищеты —
Как-бы дождя при зное лета —
Так просит истины с мольбой :
Его насытит Бог собой.",iambos
2570,2571,P_1610,P_1610_5,"<5>
Блажен в ком милости поток
Из сердца литься не устанет ;
Придет пора — рассчета срок
В дали таинственной настанет :
Там взвесят благо и порок —
И милосердье перетянет ,
И бросят в огнь греховный яд ,
А кто прощал — того простят.",iambos
2571,2572,P_1610,P_1610_6,"<6>
Блажен кто в ризу чистоты 
Оденет сердце как в наряды;
В ком все мышленья, все мечты ,
Лишь целомудренному рады :
Он певотще на высоты
Начнет стремить святые взгляды:
Все непорочное любя ,
Ему покажет Бог Себя.",iambos
2572,2573,P_1610,P_1610_7,"<7>
Блажен кто мир и кто покой
Возлюбит вместе с Властелином ,
Кто сердцем чужд вражды плотской
И волны жизни по долинам
Прольет не бурною рекой :
Он назовется Божьим Сыном
При входе в царский Мой чертог,
Затем-что Бог—есть мира Бог.",iambos
2573,2574,P_1610,P_1610_8,"<8>
Блажен кто страждет за Меня,
Кто за святое терпит муку,
Кто, правду дорого ценя
И полюбя Мою науку ,
Идет за них в разгар огня
И под бичующую руку:
Ему, взамену здешних зол,
Там царство есть и есть престол!...",iambos
2574,2575,P_1611,P_1611_1,"Что я во цвете юных дней
Был навсегда убит страданьем,
В том дива нет: огонь страстей
Своим губительным дыханьем
Меня крушил, меня он жег
В мечтах , в тоске, в пылу тревог;
Что я в борьбе с своей душею
Внезапно схвачен был грозою ,
Что опален надежды цвет,
Истлела жизнь — в том дива нет....
Но ты прекрасная, чья младость
Цвела невинности полна ,
Кто, взору и сердцам на радость,
Улыбкою небес дана —
О милый друг ! какой судьбою
Страданье встретилось с тобою
И муки бренные земли
С эaирным ангелом любви ?
Иль ждет нас всех печаль b горе,
Как ждет пловца ветр бурный в море?..
Ужели та должна страдать,
В чьем сердце дышет благодать ?
Но не страшись: опять день ясной,
Проглянет после тьмы ненастной.
Ах, об тебе и день и ночь
В молитве муж и мать и дочь.
Твое пролетное мученье
Не есть беда, но искушенье;
И мрак, летящий над тобой ,
Нам веет тайною святой :
Тебя лелеет Искупитель!
Томленье мук пройдет как сон;
Твоя душа Его обитель;
Везде, всегда с тобою Он.",iambos
2575,2576,P_1612,P_1612_1,"Целый век я рылся 
В таинствах вселенной, 
До седин учился 
Мудрости священной.",choreios
2576,2577,P_1612,P_1612_2,"Все века былые 
С новыми поверил; 
Чудеса земные 
Опытом измерил.",amphibrachys
2577,2578,P_1612,P_1612_3,"Мелкие причины 
Тешились людями; 
Карлы-властелины 
Двигали мирами.",dolnik3
2578,2579,P_1612,P_1612_4,"Райские долины 
Кровью обливались; 
Карлы-властелины 
В бездну низвергались.",choreios
2579,2580,P_1612,P_1612_5,"Где пройдет коварство 
С злобою людскою, 
Там, в обломках, царство 
Зарастет травою...",choreios
2580,2581,P_1612,P_1612_6,"Племена другие 
На них поселятся; 
Города большие 
Людьми разродятся.",dolnik2
2581,2582,P_1612,P_1612_7,"Сторона пустая 
Снова зацарюет 
И жизнь молодая 
Шумно запирует...",choreios
2582,2583,P_1612,P_1612_8,"Подсеку ж я крылья 
Дерзкому сомненью, 
Воздержу усилья 
К тайнам провиденья:",choreios
2583,2584,P_1612,P_1612_9,"Ум наш не шагает 
Мира за границу; 
Наобум мешает 
С былью небылицу.",choreios
2584,2585,P_1613,P_1613_1,"В отчизне туманов, снегов и мятелей,
В пустыни бесплодной, безлюдной, глухой.
Под темною сенью нахмуренных елей —
Чернеет, как призрак, курган насыпной.
На нем не увидишь ни урны, ни плиты;
Не злато, не жемчуг в кургане зарыты, —
Иные сокровища в склепах земных:
Курганом обломки несчастий накрыты —
Так людям ли думать и плакать о них?..",amphibrachys
2585,2586,P_1613,P_1613_2,"С курганом и память о жертве недуга
Сугробами снега на век занесло,—
А как бы роскошно растение юга
Под небом родимым цвело да цвело!...
Там очи Фатимы на солнце глядели
И сами, как солнце, сверкали и грели.
У солнца, с которым ей только б и жить,
Училась малютка любить в колыбели,
Как мы никогда не умели любить.",amphibrachys
2586,2587,P_1613,P_1613_3,"Печальна без матери доля девичья!...
И вот уж сиротка на почве чужой —
Под небом, где чувства в одежде приличья
Суровее смотрят природы самой...
Фатима любила, очами палила,
Могла б она взором смирить крокодила,
Расплавить железо как глыбой огня, —
А сердце любимца враждебная сила
На зло ей одела корою кремня.",amphibrachys
2587,2588,P_1613,P_1613_4,"И только желанья недобрым предтечью
К нему запросились и двинулись в грудь,
Он, словно булатом, лукавою речью
Пробил себе к сердцу невинному путь.
Вот слышит Фатима, что странные вести
О новых победах губителя чести
Разносит измена нечистым крылом...
Разбитое сердце сплотилось для мести
И вспыхнуло страшным, иным бытием.",amphibrachys
2588,2589,P_1613,P_1613_5,"День минет — отрадно ; приляжет — мученье!
.................................
Однажды забылась и видит: смиренье
На раны ей сыплет с небес благодать:
Проснулась и мыслит: ""отныне я раю
Все помыслы, слезы, молитвы вверяю"".
И стала Фатима как жизнь хороша,—
Угасла, и в небо, святое ""прощаю""
На суд неподкупный помчала душа.",amphibrachys
2589,2590,P_1613,P_1613_6,"Туманится солнце тоскою могучей :
Питомицы милой державному жаль.
Виновник утраты, спокоен под тучей.
Его не тревожит чужая печаль.
Но молнья змеится по тучам висячим.
Спустилась и жадно лобзаньем горячим
В виновника царской печали впилась.
Погиб он? — Нет! — Вон он, тоть нищий бродячий,
Который бессмысленно смотрит на нас...",amphibrachys
2590,2591,P_1614,P_1614_1,"Кормчий! кормчий! что пред иамн?
— Все вода, да небеса,
Лишь вдали перед глазами
Там мелькают паруса.",dolnik3
2591,2592,P_1614,P_1614_2,"И рея отважно над грозной пучиной.
Пловучая крепость летит по волнам;
А сердце теснится невольной кручиной:
Взгрустнулось по дальним, родным берегам.
Спокойно и тихо безбрежное море,
И вскормленник бури быстрей все плывет,
Гуляет, могучий, на вольном просторе,
Над морем смеется и бурю зовет.",amphibrachys
2592,2593,P_1614,P_1614_3,"Кормчий! кормчий! взглянь-ка зорко :
Не видать ли что вдали ?
— Лить безбрежность видит око..
Что-же дальше? — Корабли.",choreios
2593,2594,P_1614,P_1614_4,"И грудью широкой, валы разбегаясь,
Бегут друг за другом, бегут и бегут,
В алмазные брызги порой рассыпаясь,
Порою из бездны столп влажный влекут.
Безгранное небо спокойно, прекрасно,
Раскинув над морем шатер голубой,
Блестит, как надежда над бездной опасной,
В безмерности спорит с пучиной морской.",amphibrachys
2594,2595,P_1614,P_1614_5,"Кормчий! кормчий! ну, живее!
Не видать ли что? всмотрись.
— Видны флаги, там, левее ;
Разом будем, не страшись.",choreios
2595,2596,P_1614,P_1614_6,"И снова, играя с коварной пучиной,
Корабль все стремится по быстрым волнам:
Зачем же ты, сердце, стеснилось кручиной ?
Зачем ум дал волю печальным мечтам?
Домчались... И что же ? Скала пред глазами ;
В бездонную пропасть внедрилась она
И ратует смело с грозой и волнами
И будто презреньем к величью полна.",amphibrachys
2596,2597,P_1614,P_1614_7,"Привет тебе, скала изгнанья.
Красноречивая скала,
Где каждый лоскут — мир мечтанья,
Где громкой славы обаянья
Земля на веки погребла!",iambos
2597,2598,P_1614,P_1614_8,"Гляжу с немым благоговеньем
На грани мрачные твои
И непритворным вдохновеньем
Мечты проникнуты мои.",iambos
2598,2599,P_1614,P_1614_9,"В мечте игривой, своенравной
Встает былое предо иной,
И вот предстал гигант державный,
Блеснул кровавою зарей..",iambos
2599,2600,P_1614,P_1614_10,"Но нет, могучего былова
Умчал гиганта ураган,
И не взойдет заря та снова ,
И не воскреснет великан!",iambos
2600,2601,P_1614,P_1614_11,"Сбылись Европы ожиданья:
Осиротел безмолвный мир;
Среди бесславного страданья
Погиб увенчанный кумир.",iambos
2601,2602,P_1614,P_1614_12,"Разбит навеки жезл победный,
Лежит в пыли меч боевой
И уж истлел в земле сырой
Преемник власти, сын твой бедный!",iambos
2602,2603,P_1614,P_1614_13,"К чему ж былое вызывать?
Давнопрошедшею кручиной
Зачем судить полет орлиный?
Зачем могилу вопрошать ?",iambos
2603,2604,P_1614,P_1614_14,"Ты жажду славы и стяжанья
Бесславной смертью искупил, —
Мы помним гения страданья
И со слезами покаянья
Мы пред могилою стоим.",iambos
2604,2605,P_1614,P_1614_15,"Твои нам памятны оковы,
Твое величье — и скала ;
И Альбиона сын суровый
В отплату пел твои дела...",iambos
2605,2606,P_1614,P_1614_16,"Об ней звучал наш гений юный,
Младой, возвышенный поэт.
Как раздались впервые струны,
Как жадно вслушивался свет!...",iambos
2606,2607,P_1614,P_1614_17,"Ее поют певцы другие,
И день-от-дня, из века-в-век
Твои поминки роковые
Свершит тоскливо человек.",iambos
2607,2608,P_1614,P_1614_18,"Не саркофаг гробницей славной
Твою могилу бременит
И твой орел, еще державный,
Над нею стражем не парит:",iambos
2608,2609,P_1614,P_1614_19,"Тебя гранит лишь покрывает,—
Но ты утешься о, герои!
Твой гроб без надписей блистает
На нем луч славы вековой....",iambos
2609,2610,P_1614,P_1614_20,"Кормчий! кормчий! ей, проворно
Распусти ты паруса!
Сердце поет так упорно...
Где ж кипучих волн краса ?
Где ж родные небеса ?",choreios
2610,2611,P_1615,P_1615_1,"Есть духи зла, неистовые чада 
Благословенного отца; 
Удел их -- грусть, отчаянье -- отрада, 
А жизнь -- мученье без конца.",iambos
2611,2612,P_1615,P_1615_2,"В великий час рождения вселенной, 
Когда извлек всевышний перст 
Из тьмы веков эфир одушевленный 
Для солнцев, лун и звезд;",iambos
2612,2613,P_1615,P_1615_3,"Когда Творец торжественное слово 
В премудрой благости изрек: 
""Да будет прах величия основой!"" -- 
И стал из праха человек,",iambos
2613,2614,P_1615,P_1615_4,"Тогда пред Ним, светлы, необозримы, 
Расстлались гордо небеса, 
И юный мир, как сын его любимый, 
Был весь -- волшебная краса.",iambos
2614,2615,P_1615,P_1615_5,"И ярче звезд и солнца золотого, 
Как Иорданские струи, 
Вокруг Него, Властителя святого, 
Вились архангелов рои.",iambos
2615,2616,P_1615,P_1615_6,"И пышный сонм небесных легионов 
Был ясен, свят перед Творцом, 
И на скрижаль божественных законов 
Взирал с трепещущим челом.",iambos
2616,2617,P_1615,P_1615_7,"Но чистый огнь невинности покорной 
В сынах бессмертия потух -- 
И грозно пал, с гордынею упорной, 
Высокий ум, высокий дух...",iambos
2617,2618,P_1615,P_1615_8,"Свершился суд!.. Могущая десница 
Подъяла молнию и гром -- 
И пожрала подземная темница 
Богоотверженный Содом.",iambos
2618,2619,P_1615,P_1615_9,"С тех пор враги прекрасного созданья 
Таятся горестно во мгле, 
И мучит их, и жжет без состраданья 
Печать проклятья на челе...",iambos
2619,2620,P_1616,P_1616_1,"Разочарован, други, я
Смешною модой и пирами,
И вероломными очами,
И вами, добрые друзья.
Нет, прочь от вас, забавы света,
Где все притворством лишь одето,
Где все пленяет только глаз,
Где мир снаружи только молод,
В пылу страстей где вечный холод, —
Простите; еду на Кавказ,
Под небо диких наслаждений.
Под небо неги и тревог,
Где нет по моде заблуждений,
Где есть любовь, природа, Бог!..
Туда свободой насладиться
И своевольной простотой,
В кругу друзей воспламениться
Шираза светлою струей;
Или с ватагою избранной,
На горском пламенном коне,
Срывать венки в пирушке бранной,
В громах, в губительном огне;
Иль полуночною порою
Грузинку юную лобзать,
Обвившися рука-с-рукою
""Люблю"" ей пламенно шептать,
Ее дыханием упиться
И на груди ее забыться —
И наслаждений розы рвать....
Кавказ угрюмый, величавый,
Страна воинственных сынов,
Среди твоей ненастной славы
Под блеском царственных снегов
Родился я. Дитя природы,
На лоне бурной я свободы
Улыбку первую узнал;
Средь поэтических ущелий
О битвах мне так чудно пели —
И я под песни засыпал.",iambos
2620,2621,P_1616,P_1616_2,"Не пробудил их голос громкий
Моих младенческих страстей; —
...........................
...........................
Казбек увенчанный снегами,
Увижу я твое чело,
Где небо светлое легло
С луной и с мирными звездами, —
И там, задумчивый певец,
Твоей плененный красотою,
Помчуся отдохнуть мечтою
На твой блистательный венец.",iambos
2621,2622,P_1617,P_1617_1,"Люблю смотреть, как солнца луч
Играет яркою струею,
Как он сверкает из-за туч,
Как ясно блещет над водою,
Как в мразных искрится снегах,
Брилльянтами переливаясь,
Как светится на высотах,
Во блеске злата отражаясь;
Люблю его, как он горит,
Меняясь в яркие отливы :
О блеске юности игривой
Тогда он сердцу говорит;
Иль как вечернею порою,
Теряясь в своде голубом,
Блестит он долго над горою
И гаснет в сумраке пустом...
Тогда он мне напоминает,
Восторги жизни молодой;
И жизнь так быстро угасает, —
А там покрыто вечной мглой....",iambos
2622,2623,P_1618,P_1618_1,"В тумане тайн, под завесой густою,
Сокрыта ты, о будущность моя!
И мне нельзя ни сердцем, ни мечтою,
Проникнуть вдаль, в грядущиость бытия.",iambos
2623,2624,P_1618,P_1618_2,"Не знаю я, что жизнь мне обещает ;
Что мне сулит неумолимый рок;
Что ждет меня, что свет мне назначает,
Как протечет мой жизненный поток?",iambos
2624,2625,P_1618,P_1618_3,"Не знаю я, повеет ли мне радость,
Как майский ветр, приветной теплотой;
Найдет ли ум в глубоких знаньях сладость.
Всегда ли мне блаженствовать душой ?",iambos
2625,2626,P_1618,P_1618_4,"Сокрыто все: над будущими днями
Положена безвестности печать,
И смертным нам бессильными мечтами
Заветных тайн нельзя разоблачать.",iambos
2626,2627,P_1618,P_1618_5,"Кто скажет нам, что твердыми шагами
Мы здесь юдоль опасностей пройдем,
И, кончив путь, как струи со струями.
Бессмертный дух мы с вечностью сольем:
Что вечность та, с лобзаньем принимая,
Обнимет нас, как нежных, добрых чад;
Что в ней навек, в свежащей неге рая,
Мы будем жить в роскошности отрад;
Что эта жизнь торжественно-святая
От ваших душ блаженства не умчит ;
Что без времен, в бессмертьи утопая,
Мы не узрим печальной смерти вид?...",iambos
2627,2628,P_1618,P_1618_6,"Кто в нас вселит такое убежденье,
И чья душа, любовию горя,
Прольет другим святое утешенье,
И возвестив о благости Царя,
Расскажет нам, что будущность святая,
К которой мы, бессильные, парим.
Есть наша связь, и наша связь родная
С отечеством и с бытом неземным?",iambos
2628,2629,P_1618,P_1618_7,"Никто, никто!.... Нет, это чувство наше:
Оно в сердцах у нас затаено ;
Оно милей, оно всего нам краше,
И в нас лежит сокровищем оно,
И сами мы, объявшись восторженьем,
Стремимся вдаль, где звездный мир горит,
И познаем с глубоким убежденьем
Что только там прямая жизнь блестит ;
Что там есть все, чего здесь сердце ждало,
К чему рвалась несытая душа, —
И все в красах святого идеала
Яснеется, небесностью дыша.",iambos
2629,2630,P_1618,P_1618_8,"Прости, земля и будущность земная!
Пари, душа, к тем светлым сторонам,
Где вздохов нет, где вечно жизнь святая
В награду слез, в награду бедствии нам
Дана Творцом: там все нам улыбнется,
Все освежит отрадой не мирской,
И никогда там горе не коснется
До наших душ безжалостной рукой.",iambos
2630,2631,P_1619,P_1619_1,"Не дивитесь, девы юные,
Вы не смейтесь меж собой,
Что всегда я нем и холоден
Перед вашей красотой;",choreios
2631,2632,P_1619,P_1619_2,"Что один в толпе товарищей
Не пленяюсь вами я,
Что, когда вы в пляске носитесь,
Тихо льется кровь моя;",choreios
2632,2633,P_1619,P_1619_3,"Что улыбка ваша резвая
Не тревожит грудь мою,
И что взоров ваших блещущих
Я безумно не ловлю.",choreios
2633,2634,P_1619,P_1619_4,"Видел я красы прелестнее
Ваших прелестей земных,
Видел взоры я пленительней
Ваших взоров молодых.",choreios
2634,2635,P_1619,P_1619_5,"Если б та, что зрел я некогда,
Появилась среди вас,
Как пред солнцем звезды бледные
Вы померкли бы тотчас.",choreios
2635,2636,P_1619,P_1619_6,"Не смущайтесь, девы юные,
Так не хмурьте мрачно бровь
И с улыбкою беспечною
Веселитесь, смейтесь вновь.",choreios
2636,2637,P_1619,P_1619_7,"Никогда своей не узрите
Вы царицы пред собой,
Не придет она, прекрасная,
Вась затмыить своей красой:",dolnik2
2637,2638,P_1619,P_1619_8,"В сновиденьях светлой младости
Мне являлася она,
Вместе с ними и сокрылася
И пропала навсегда.",choreios
2638,2639,P_162,P_162_1,"Я вас люблю, — хоть я бешусь,
Хоть это труд и стыд напрасный:
И в этой глупости несчастной
У ваших ног я признаюсь!
Мне не к лицу и не по летам...
Пора, пора мне быть умней!
Но узнаю по всем приметам
Болезнь любви в душе моей:
Без вас мне скучно, — я зеваю;
При вас мне грустно, — я терплю;
И, мочи нет, сказать желаю,
Мой ангел, как я вас люблю!
Когда я слышу из гостиной
Ваш легкий шаг, иль платья шум,
Иль голос девственный, невинный,
Я вдруг теряю весь свой ум.
Вы улыбнетесь, — мне отрада;
Вы отвернетесь, — мне тоска;
За день мучения — награда
Мне ваша бледная рука.
Когда за пяльцами прилежно
Сидите вы, склонясь небрежно,
Глаза и кудри опустя, —
Я в умиленье, молча, нежно
Любуюсь вами, как дитя!..
Сказать ли вам мое несчастье,
Мою ревнивую печаль,
Когда гулять, порой, в ненастье,
Вы собираетеся вдаль?
И ваши слезы в одиночку,
И речи в уголку вдвоем,
И путешествия в Опочку,
И фортепьяно вечерком?..
Алина! сжальтесь надо мною.
Не смею требовать любви.
Быть может, за грехи мои,
Мой ангел, я любви не стою!
Но притворитесь! Этот взгляд
Всё может выразить так чудно!
Ах, обмануть меня не трудно!..
Я сам обманываться рад!",iambos
2639,2640,P_1620,P_1620_1,"И говорят Ему : ""она
Была в грехе уличена
На самом месте преступленья;
А, по закопу, мы е
Должны казнить без сожаленья:
Скажи нам мнение свое.""",iambos
2640,2641,P_1620,P_1620_2,"И на лукавое воззванье,
Храня глубокое молчанье,
Он нечто — грустен и уныл —
Перстом божественным чертил.",iambos
2641,2642,P_1620,P_1620_3,"И наконец сказал народу:
- Даю вам полную свободу
Исполнить праотцев закон:
Но где тот праведный, где он,
Который первый на блудницу
Поднимет тяжкую десницу?...""",iambos
2642,2643,P_1620,P_1620_4,"И вновь писал Он на земле.
Тогда, с печатью поношенья
На обезславленном челе,
Сокрылись дети ухищренья —
И пред лицом Его одна
Стояла грешная жена.",iambos
2643,2644,P_1620,P_1620_5,"И он с улыбкой благотворной
Сказал: ""Покинь твою боязнь.
Где твой синедрион упорный?
Кто осудил тебя на казнь?""",iambos
2644,2645,P_1620,P_1620_6,"— Она в ответ: Никто, Учитель! —
""И так, и я твоей души
 Не осужу"" сказал Спаситель:
""Иди в свой дом — и не греши.""",iambos
2645,2646,P_1621,P_1621_1,"Солнце красное — о прекрасное!
Что ты тратишь блеск в глубине лесов?
Месяц, дум святых полунощный друг.
Что играешь ты над пучиною?
Ах, уж нет того, чем душа цвела!
Миновало все — все тоска взяла.",dolnik3
2646,2647,P_1621,P_1621_2,"Ветры буйные морю синему,
Росы свежие полевым цветам,
Горе тайное сердцу бедному!",dolnik3
2647,2648,P_1621,P_1621_3,"Песни слышу я удалых жнецов,
Не веселые — все унывные;
Пляски вижу я молодых красот —
Со слезой в очах улыбаются;
И у всех у нас что то дух крушит,
И тоска свинцом на сердцах лежит.",dolnik3
2648,2649,P_1621,P_1621_4,"Ветры буйные морю синему,
Росы свежие полевым цветам,
Горе тайное сердцу бедному!",dolnik3
2649,2650,P_1621,P_1621_5,"Загорелась вдруг в небе звездочка,
Тихо веет нам весть родимая...
Вот в той эвездочке радость светлая,
Неизвестное там узнается,
Но, святой красы в небесах полна,
Между волн во тьме здесь дрожит она.",anapaistos
2650,2651,P_1621,P_1621_6,"Ветры буйные морю синему,
Росы свежие полевым цветам,
Горе тайное сердцу бедному!",dolnik3
2651,2652,P_1622,P_1622_1,"Пробудись, о сын Эллады!
Марс на пир тебя зовет,
И венок тебе наградный
Дева юная плетет.",choreios
2652,2653,P_1622,P_1622_2,"Будет весело, друг милый.
Где Ботцарий угостит.
Где меж лавра и могилы
Чаша с кровью закипит.",choreios
2653,2654,P_1622,P_1622_3,"Посмотри туда на море:
Кто-то море засветил.
Горе Мусульманам! горе!
То Канарий на просторе
Море заревом покрыл.",choreios
2654,2655,P_1622,P_1622_4,"Поскорей, уж пышут кони,
Уж сошли Майноты с гор,
А в горах Колокотрони;
Но ко брони, но ко брони !
Смоем тягостный позор.",choreios
2655,2656,P_1622,P_1622_5,"Медлишь ты?... Но проклят будет
Тот, кто в битве роковой,
На пиру войны родной
Угостить врага забудет,
Или сам себя не сгубит
Наваринскою волной.",dolnik3
2656,2657,P_1622,P_1622_6,"И поглотит злая Лета
Память черных дней того,
Кто на жертвенник обета
Не положит ничего;
И красавица Тайгета
Позабудет день обета
И сожжет венок его.",dolnik2
2657,2658,P_1623,P_1623_1,"Аллахов Ведаил все знает на земле, —
Растет ли что в подземной мгле,
Затаено ль в глубоком океане,
Затеряно ль в развалинах, в кургане,
Вь лесах, степях, или в скале,
Иль в огнедышащем жерле — 
Он обо всем дает отчет Аллаху,
Земли и неба падишаху,
И милостив Аллах к любимцу своему :
Взамен очей — два солнца дал ему.",iambos
2658,2659,P_1624,P_1624_1,"Под мирной сению родительского крова
Вам улыбнулась жизнь. Она была для вас
Вся в радужных цветах, роскошна как обнова.
Бесплотна и нова для духа и для глаз.
Тогда сливалась жизнь с родительской любовью;
Хранитель - ангел наш лелеял и берег,
Баюкал и растил, приникнув к изголовью,
Эдемских пажитей в распукольке цветок.
Вы жизнь не ведали, — но жизнь была на страже!
Своей жилицею она вас нарекла ;
Дарами пышными тогда же
Она вас щедро повила.
Росли вы под крылом благого провиденья;
В родителях своих вы счастье обрели;
Они от бурь и треволненья,
Вас в море жизни сберегли.
Они хранили вас от ястреба-порока,
От сокрушительных страстей,
От громовых ударов рока
И мелкой зависти людей.
И детский возрасть ваш игриво и цветисто
Крылатой ласточкой порхал — и пропорхнул;
И ваше небо было чисто,
Голубо-видно и лучисто,
И с парус жизненный попутный ветер дул...
Но годы детства миновались,
Прешла другая череда, —
И вы вполне пересоздались
Для чувств, для мыслей, для труда.
В рассаднике наук, в тиши уединенья
Познали вы все благо просвещенья ;
Дозрели вы умом и доцвели красой;
И милое дитя — вы стали чаровницей,
И возвратилися домой
Сильфидой Греческой и Русской Царь-Девицей.",iambos
2659,2660,P_1625,P_1625_1,"Скажу вам просто от души,
И без шумихи метафорной:
Вы поэтично-хороши!
На бале, рауте, в уборной,
С восточно-знойной парой глаз,
И с вашей тальей стройно-гибкой,
И с вашей розовой улыбкой,
Кто не засмотрится на вас?
В вас все так молодо, игриво,
Так много вашего в вас есть,
Что и для вас решаюсь ввесть
Свой эпитет; вы дева-диво !
Для девственниц — одна пора
Любви, волненья, вздохов томных,
Пора желаний полускромных.
Того - сего, et ceatera...
Пора опущенных ресниц,
Двусмысленно-протяжных взглядов,
Стихов и прочих небылиц.
И в пору ту не сыщут места
Ни ум, ни мысли, ни душа,
И все кричат: ""она невеста ;
Ну, право, дивно-хороша!""
Что может быть душе отрадней,
Как быть невестой? — Вам теперь
Должна казаться жизнь нарядней
И настежь в рай открыта дверь.
""Невестой быть"" — давно известно,
Что это слово перло слов.
Не будь его, нам было б тесно
От старых дев и юных вдов;
Оно лекарство от печали,
От лет и даже от морщин,
И молодит оно едва ли
Получше даже, чем кармин.
Итак признайтесь откровенно,
Что жизнь невесты — рай земной.
Жених глядит на вас влюбленно.
Подруга с завистью немой.
Взбесить подругу так отрадно!...
Поцеловать же жениха,
И тихо молвить: ненаглядный....
Не бойтесь, — право нет греха.
А я скажу здесь кстати, к месту.
Прибавлю к прочим мысль одну':
Пусть муж ваш, вспомнивши невесту,
Сь восторгом взглянет на жену.",iambos
2660,2661,P_1626,P_1626_1,"<(Рифмованная проза.) 1-й>
Взгляшитесь в зеркало, красивая смуглянка.
Неправда ль вам к-лицу хозяйки молодой,
Досужливой на все и дельно запятой
Вид озабоченный и важная осанка?
И простенький чепец, и утренний пенуар.
К вам тоже страх идут, когда за самовар
Вы, утром, в неглиже, сам-друг с своим супругом,
Садитесь делать кейф, любуяся друг другом.
Но чай вы отпили, замкнули чайный ящик;
К вам ключница пришла, а к барину прикащик.
Супруг заговорил о спущенной воде
На мельнице , о том, как пособить беде;
Вы с ключницей вступили в разговор,
И даже в прение и спор
О всей хозяйской меледе:
О том, о семь, о самопрялках;
Она ж вам подала подробный счет о тальках,
Вы приняли его, с вниманьем прочитали,
Пошли в будуар, открыли secretaire,
Счет сверили и в книгу записали.",iambos
2661,2662,P_1626,P_1626_2,"<(К другому очерку перехожу теперь.) 2-й>
Уж вечер на дворе. Сидите вы в диванной,
С супругом вашим tête-à-tête.
Вдали чуть светится кенкеть,
И этот мрачный полусвет
Вам придал колорит Рембрантовский, туманный.
Но то оптической обман :
Вас грусть коснуться не посмеет;
Супруг ваш счастьем обаян.
Сам Гименей его счастливит и лелеет;
Движенья ваши он с участьем сторожить,
То под ноги подвинет вам скамейку,
То с нежностью на вас глядит.
То всю вас кутает в платок и кацавейку;
А вы с стыдливостью глядите на него —
И сами дошивать спешите детский чепчик....
Наивней очерка сего
Пе может быть! И самый злостный скептик,
Когда бы увидал обоих вас в тот миг,
То верно бы с своей теорьей скептицизма,
Сен-симонизма, мистицизма
На век рассорился, и прикусил язык,
С дивана встали вы — в движеньях грациозность,
Походка плавная, в походке осторожность...
Супруг вскочил, спешит вас поддержать,
Обнять; поцеловать
И шепчет: ""берегись, ты скоро будешь мать"".",iambos
2662,2663,P_1626,P_1626_3,"<3-й>
Скорей к концу.
Мой друг, Камена !
Мне помоги на этот раз;
Во вкусе героинь романов Лафонтена
Семейной Немочкой изображу я вас.
Лет несколько пройдет - и право, кроме шуток,
Мне даже кажется, что вас уж вижу я
Степенной маменькой амурчиков-малюток,
Румяных, пухленьких, встречающих меня,
Когда я в гости к вам прииду,
Или с собаками заеду.
Иль заверну в свободный час
Сам, как Федул с детьми, день провести у вас.
Вас будет занимать затейный лепет детский,
Вас будут радовать их игры, их привет,—
И верьте мне, что жребий дамы светской,
Как в полдень жизненный, так и под старость лет,
Преотвратительный скелет.
Зато жизнь матери семейства
Душеспасительно-тиха,
Как-будто соткана из ткани чародейства.
Чужда тревоги и греха.",iambos
2663,2664,P_1626,P_1626_4,"<(Вместо эпилога.)>
Но я заговорился с вамп.
Альбом не книга, знаю я;
Мораль всю высказать стихами
Смешно, и глупо, и нельзя.
Итак прощайте, до свиданья!
Я лично поспешу принесть
Чистосердечные желанья,
Чтоб вечно были вы чем есть,
Чтобы грядущее вам было,
Как настоящее светло.
Чтоб вам на ум не приходило,
Жалеть о том, что уж прошло,
Чтоб рок вам счастие упрочил,
Не надувал бы на авось,
И все, что здесь я напророчил,
Чтобы на практике сбылось.",iambos
