;inclued;Unnamed..0;path;author;created;formula;header;text_raw
175;;2946;xix/baratynsky/br1-254;Е. А. Баратынский;1842-1844;Ан2м;Молитва : «Царь небес! успокой...»;"Царь небес! успокой 
 Дух болезненный мой! 
 Заблуждений земли 
 Мне забвенье пошли -- 
 И на строгий твой рай 
 Силы сердцу подай!


"
176;;2947;xix/baratynsky/br1-257;Е. А. Баратынский;1817;Я3жм;Хор, петый в день именин дяденьки Богдана Андреевича Баратынского его маленькими племянницами Панчулидзевыми : «Родству приязни нежной...»;"Родству приязни нежной 
 Мы глас приносим сей, 
 В ней к счастью путь надежной, 
 Вся жизнь и сладость в ней.


Хоть чужды нам искусства 
 С приятством говорить, 
 Но сердца могут чувства 
 Дар тщетный заменить.


Из благ богатых света, 
 Усердьем лишь одним, 
 Чем можем в детски лета, 
 Мы праздник сей почтим.


Весны в возобновленье! 
 Средь рощей, средь полей 
 Так птички возвращенье 
 Поют цветущих дней.


Увы! теперь природы 
 Уныл, печален вид; 
 Хлад зимней непогоды 
 Небесный кров мрачит.


И в ведро и в ненастье 
 Гнетут печали злых, -- 
 Но истинное счастье 
 Нигде, как в нас самих.


Смотрите, как сияет 
 Во всех усердья дух, 
 Как дышит всё, блистает 
 Веселостью вокруг.


Средь грозных бурь смятений, 
 Хоть гром вдали шумит, 
 Душевных наслаждений 
 Ничто не возмутит.


Хоть время невозвратно 
 Всех благ лишает нас, 
 Увы! хоть слишком внятно 
 Судеб сей слышен глас, --


О пусть всегда меж нами 
 Жизнь ваша лишь течет, 
 И дружба под цветами 
 Следы сокроет лет.


"
177;;2948;xix/baratynsky/br1-259;Е. А. Баратынский;1818-1819;Я6ж,м;Портрет В... : «Как описать тебя? я право, сам не знаю!..»;"Как описать тебя? я право, сам не знаю! 
 Вчера задумчива, я помню, ты была; 
 Сегодня ветрена, забавна, весела: 
 Во всем, что лишь в тебе встречаю, 
 Непостоянство примечаю; 
 Но постоянно ты мила!


"
178;;2949;xix/baratynsky/br1-260;Е. А. Баратынский;1818-1819;Я4мж;К Алине : «Тебя я некогда любил...»;"Тебя я некогда любил, 
 И ты любить не запрещала; 
 Но я дитя в то время был, 
 Ты в утро дней едва вступала. 
 Тогда любим я был тобой, 
 И в дни невинности беспечной 
 Алине с детской простотой 
 Я клятву дал уж в страсти вечной.


Тебя ль, Алина, вижу вновь? 
 Твой голос стал еще приятней; 
 Сильнее взор волнует кровь; 
 Улыбка, ласки сердцу внятней; 
 Блестящих на груди лилей 
 Все прелести соединились, 
 И чувства прежние живей 
 В душе моей возобновились.


Алина! чрез двенадцать лет 
 Всё тот же сердцем; ныне снова 
 Я повторяю свой обет. 
 Ужель не скажешь ты полслова? 
 Прелестный друг! чему ни быть, 
 Обет сей будет свято чтимым 
 Ах, я могу еще любить, 
 Хотя не льщусь уж быть любимым.


"
179;;2950;xix/baratynsky/br1-261;Е. А. Баратынский;1818-1819;Я4ж,м;Любовь и дружба: (В альбом) : «Любовь и дружбу различают...»;"Любовь и Дружбу различают, 
 Но как же различить хотят? 
 Их приобресть равно желают, 
 Лишь нам скрывать одну велят. 
 Пустая мысль! обман напрасной! 
 Бывает дружба нежной, страстной 
 Стесняет сердце, движет кровь, 
 И хоть таит свой огнь опасной, 
 Но с девушкой она прекрасной 
 Всегда похожа на любовь.


"
180;;2951;xix/baratynsky/br1-262;Е. А. Баратынский;1819;Я4,Я6мж;Эпиграмма : «Дамон! ты начал -- продолжай...»;"Дамон! ты начал -- продолжай; 
 Кропай экспромпты на досуге; 
 Возьмись за гений свой: пиши, черти, марай; 
 У пола нежного в бессменной будь услуге; 
 Наполни вздохами растерзанную грудь; 
 Ни вкусу не давай, ни разуму потачки, 
 И в награждение любимцем куклы будь, 
 Или соперником собачки.


"
181;;2952;xix/baratynsky/br1-263;Е. А. Баратынский;1819;Я4жм;Прощание : «Простите, милые досуги...»;"Простите, милые досуги 
 Разгульной юности моей, 
 Любви и радости подруги, 
 Простите! вяну в утро дней! 
 Не мне стезею потаенной, 
 В ночь молчаливую, тишком, 
 Младую деву под плащом 
 Вести в альков уединенной, 
 Бежит изменница любовь! 
 Светильник дней моих бледнеет, 
 Ее дыханье не согреет 
 Мою хладеющую кровь. 
 Следы печалей, изнуренья 
 Приметит в страждущем она. 
 Не смейтесь, девы наслажденья: 
 И ваша скроется весна, 
 И вам пленять не долго взоры 
 Младою пышной красотой. 
 За что ж в болезни роковой 
 Я слышу горькие укоры? 
 Я прежде бодр и весел был, 
 Зачем печального бежите? 
 Подруги милые! вздохните: 
 Он сколько мог любви служил.


"
182;;2953;xix/baratynsky/br1-264;Е. А. Баратынский;1818-1819;Я4,Я6ж,м;К Креницину : «Товарищ радостей младых...»;"Товарищ радостей младых, 
 Которые для нас безвременно увяли: 
 Я свиделся с тобой! В объятиях твоих 
 Мне дни минувшие, как смутный сон, предстали. 
 О милый! я с тобой когда-то счастлив был! 
 Где время прежнее, где прежние мечтанья? 
 И живость детских чувств и сладость упованья! -- 
 Всё хладный опыт истребил. 
 Узнал-ли друга ты? -- Болезни и печали 
 Его состарили во цвете юных лет; 
 Уж много слабостей тебе знакомых нет, 
 Уж многие мечты ему чужими стали! 
 Рассудок тверже и верней, 
 Поступки, разговор скромнее: 
 Он осторожней стал, быть может, стал умнее, 
 Но верно счастием теперь стократ бедней. 
 Не подражай ему! иди своей тропою, 
 Живи для радости, для дружбы, для любви. 
 Цветок нашел -- скорей сорви! 
 Цветы прелестны лишь весною! 
 Когда рассеянно, с унынием внимать 
 Я буду снам твоим о будущем, о счастье, 
 Когда в мечтах твоих не буду принимать, 
 Как прежде, пылкое, сердечное участье, 
 Не сетуй на меня, о друге пожалей: 
 Всё можно возвратить, -- мечтанья не возвратны! 
 Так! были некогда и мне они приятны, 
 Но быстро скрылись от очей. 
 Я легковерен был: надежда, наслажденья, 
 Меня с улыбкою манили в темну даль, 
 Найти я радость мнил -- нашел одну печаль, 
 И сердцу милое исчезло заблужденье. 
 Но для чего грустить? -- Мой друг еще со мной! 
 Я не всего лишен судьбой ожесточенной! 
 О дружба нежная! останься неизменной, 
 Пусть будет прочее мечтой!


"
183;;2954;xix/baratynsky/br1-266;Е. А. Баратынский;1821;Я4мж;Моя жизнь : «Люблю за дружеским столом...»;"Люблю за дружеским столом 
 С моей семьею домовитой 
 О настоящем, о былом 
 Поговорить душой открытой.


Люблю пиров веселый шум 
 За полной чашей райской влаги, 
 Люблю забыть для сердца ум 
 В пылу вакхической отваги.


Люблю с красоткой записной 
 На ложе неги и забвенья 
 По воле шалости младой 
 Разнообразить наслажденья.


"
184;;2955;xix/baratynsky/br1-267;Е. А. Баратынский;1821;Я6ж;«Полуразрушенный я сам себе не нужен...»;"Полуразрушенный я сам себе не нужен 
 И с девой в сладкий бой вступаю безоружен.


"
185;;2956;xix/baratynsky/br1-268;Е. А. Баратынский;1819;Я4мж;«Мы будем пить вино по гроб...»;"Мы будем пить вино по гроб 
 И верно попадем в святые: 
 Нам явно показал потоп, 
 Что воду пьют одни лишь злые.


"
186;;2957;xix/baratynsky/br1-269;Е. А. Баратынский;1819;Я5мж+Я4мж;«Здесь погребен армейский капитан...»;"Здесь погребен армейский капитан. 
 Он честно жил и грешен не во многом: 
 Родился, спал и умер пьян, 
 Вот весь ответ его пред богом.


"
187;;2958;xix/baratynsky/br1-270;Е. А. Баратынский;1819;Я4мж;«В пустых расчетах, в грубом сне...»;"В пустых расчетах, в грубом сне 
 Пускай другие время губят. 
 Честные люди, верьте мне, 
 Меня и жизнь мою полюбят.


"
188;;2959;xix/baratynsky/br1-271;Е. А. Баратынский;1819;Я6жжмм;Отрывки из поэмы «Воспоминания» : «Посланница небес, бессмертных дар счастливый...»;"Посланница небес, бессмертных дар счастливый, 
 Подруга тихая печали молчаливой, 
 О память! -- ты одна беседуешь со мной, 
 Ты возвращаешь мне отъятое судьбой; 
 Тобою счастия мгновенья легкокрылы 
 Давно протекшие в мечтах мне снова милы. 
 Еще в забвении дышу отрадой их; 
 Люблю, задумавшись, минувших дней моих 
 Воспоминать мечты, надежды, наслажденья, 
 Минуты радости, минуты огорченья. 
 Не раз волшебною взлелеянный мечтой 
 Я в ночь безмолвную беседовал с тобой; 
 И в дни счастливые на час перенесенный, 
 Дремал утешенный и с жизнью примиренный.


Так, всем обязан я твоим приветным снам. 
 Тебя я петь хочу; -- дай жизнь моим струнам, 
 Цевнице вторь моей; -- твой голос сердцу внятен, 
 И резвой радости и грусти он приятен. 
 Ах! кто о прежних днях порой не вспоминал? 
 Кто жизнь печальную мечтой не украшал? 
 Смотрите: -- Вот старик седой, изнеможенный, 
 На ветхих костылях под ношей лет согбенный, 
 Он с жизнью сопряжен страданием одним; 
 Уже могилы дверь отверста перед ним; -- 
 Но он живет еще! -- он помнит дни златые! 
 Он помнит резвости и радости младые! 
 С товарищем седым, за чашей круговой, 
 Мечтает о былом, и вновь цветет душой; 
 Светлеет взор его, весельем дух пылает, 
 И руку друга он с восторгом пожимает. 
 ................................ 
 ................................ 
 Наскучив странствием и жизни суетою, 
 Усталый труженик под кровлею родною 
 Вкушает сладостный бездействия покой; 
 Благодарит богов за мирный угол свой; 
 Забытый от людей блажит уединенье, 
 Где от забот мирских нашел отдохновенье; 
 Но любит вспоминать он были прежних лет, 
 И море бурное, и столько ж бурный свет, 
 Мечтанья юности, восторги сладострастья, 
 Обманы радости и ветреного счастья; 
 Милее кажется ему родная сень, 
 Покой отраднее, приятней рощи тень, 
 Уединенная роскошнее природа, 
 И тихо шепчет он: -- «всего милей свобода!» --


О дети памяти! о Фебовы сыны! 
 Певцы бессмертные! кому одолжены 
 Вы силой творческой небесных вдохновений? 
 -- «Отзыву прежних чувств и прежних впечатлений». -- 
 Они неопытный развить умели ум, 
 Зажгли, питали в нем, хранили пламень дум. 
 Образовала вас природа -- не искусство; 
 Так чувство выражать одно лишь может чувство. 
 Когда вы кистию волшебною своей 
 Порывы бурные, волнение страстей 
 Прелестно, пламенно и верно выражали, 
 Вы отголоску их в самих себе внимали. 
 Ах, скольких стоит слез бессмертия венец! 
 .................................. 
 .................................. 
 .................................. 
 Но всё покоится в безмолвии ночном, 
 И вежди томные сомкнулись тихим сном. 
 Воспоминания небесный, светлый гений 
 К нам ниспускается на крыльях сновидений. 
 В пленительных мечтах, одушевленных им, 
 И к играм и к трудам обычным мы спешим: 
 Пастух берет свирель, -- владелец багряницу, 
 Художник кисть свою, -- поэт свою цевницу, 
 Потомок рыцарей, взлелеянный войной, 
 Сверкающим мечем махает над главой, 
 .................................... 
 ....................................


Доколе памяти животворящий свет 
 Еще не озарил туманной бездны лет, 
 Текли в безвестности века и поколенья; 
 Всё было жертвою безгласного забвенья: 
 Дела великие не славились молвой, 
 Под камнем гробовым незнаем тлел герой. 
 Преданья свет блеснул, -- и камни глас прияли 
 Века минувшие из тьмы своей восстали; 
 Народы поздние урокам внемлют их, 
 Как гласу мудрому наставников седых.


Рассказы дивные! волшебные картины! 
 Свободный, гордый Рим! блестящие Афины! 
 Великолепный ряд триумфов и честей! 
 С каким волнением внимал я с юных дней 
 Бессмертным повестям Плутарха, Фукидида! 
 Я Персов поражал с дружиной Леонида; 
 С отцом Виргинии отмщением пылал, 
 Казалось грудь мою пронзил его кинжал; 
 И подданный царя, защитник верный трона, 
 В восторге трепетал при имени Катона. 
 ..................................... 
 ..................................... 
 Но любопытный ум в одной ли тьме преданий 
 Найдет источники уроков и познаний? -- 
 Нет; всё вокруг меня гласит о прежних днях. 
 Блуждая странником в незнаемых краях, 
 Я всюду шествую минувшим окруженный. 
 Я вопрошаю прах дряхлеющей вселенной: 
 И грады, и поля, и сей безмолвный ряд 
 Рукою времени набросанных громад. 
 Событий прежних лет свидетель молчаливый 
 Со мной беседует их прах красноречивый. 
 Здесь отвечают мне оракулы времен: 
 Смотрите, -- видите-ль дымится Карфаген! 
 Полнеба Африки пожарами пылает! 
 С протяжным грохотом Пальмира упадает! 
 Как волны дымные бегущих облаков 
 Мелькают предо мной события веков. 
 Печать минувшего повсюду мною зрима... 
 Поля Авзонии! державный пепел Рима! 
 Глашатаи чудес и славы прежних лет! 
 С благословеньем вас приветствует поэт. 
 Смотрите, -- как века незримо пролетая, 
 Твердыни древние и горы подавляя, 
 Бросая гроб на гроб, свергая храм на храм, 
 Остатки гордые являют Рима нам. 
 Великолепные, бессмертные громады! 
 Вот здесь висящих рек шумели водопады; 
 Вот здесь входили в Рим когорты Плебеян, 
 Обремененные богатством дальних стран; 
 Чертогов, портиков везде я зрю обломки, 
 Где начертал резец римлян деянья громки. 
 Не смела времени разрушить их рука, 
 И возлегли на них усталые века. 
 Всё, всё вещает здесь уму, воображенью. 
 Внимайте времени немому поученью! 
 Познайте тления незыблемый закон! 
 Из под развалин сих вещает глухо он: 
 «Всё гибнет, всё падет, -- и грады, и державы»... 
 О колыбель наук, величия и славы! 
 Отчизна светлая героев и богов! 
 Святая Греция! теперь толпы рабов 
 Блуждают на брегах божественной Эллады; 
 Ко храму ветхому Дианы иль Паллады 
 Шалаш пристроил свой ленивый рыболов! 
 Ты-б не узнал, Солон, страну своих отцов; 
 Под чуждым скипетром главой она поникла; 
 Никто не слышит там о подвигах Перикла; -- 
 Всё губит, всё мертвит невежества ярем. 
 Но неужель для нас язык развалин нем? 
 Нет, нет, лишь понимать умейте их молчанье, -- 
 И новый мир для вас создаст воспоминанье. 
 ..................................... 
 ..................................... 
 Счастлив, счастлив и тот, кому дано судьбою 
 От странствий отдохнуть под кровлею родною, 
 Увидеть милую, священную страну, 
 Где жизни он провел прекрасную весну, 
 Провел невинное, безоблачное детство. 
 О край моих отцов! о мирное наследство! 
 Всегда присутственны вы в памяти моей: 
 И в берегах крутых сверкающий ручей, 
 И светлые луга, и темные дубравы, 
 И сельских жителей приветливые нравы. -- 
 Приятно вспоминать младенческие дни... 
 ...................................... 
 ...................................... 
 ...................................... 
 Когда, едва вздохнув для жизни неизвестной, 
 Я с тихой радостью взглянул на мир прелестный, -- 
 С каким восторгом я природу обнимал! 
 Как свет прекрасен был! -- Увы! тогда не знал 
 Я буйственных страстей в беспечности невинной: 
 Дитя, взлелеянный природою пустынной, 
 Ее одну лишь зрел, внимал одной лишь ей; 
 Сиянье солнечных, торжественных лучей 
 Веселье тихое мне в сердце проливало; 
 Оно с природою в ненастье унывало; 
 Не знал я радостей, не знал я мук других, 
 За мигом не умел другой предвидеть миг; 
 Я слишком счастлив был спокойствием незнанья; 
 Блаженства чуждые и чуждые страданья 
 Часы невидимо мелькали надо мной.... 
 О суждено ли мне увидеть край родной, 
 Друзей оставленных, друзей всегда любимых, 
 И сердцем отдохнуть в тени дерев родимых?.. 
 Там счастье я найду в отрадной тишине. 
 Не нужны почести, не нужно злато мне; -- 
 Отдайте прадедов мне скромную обитель. 
 Забытый от людей, дубрав безвестных житель, 
 Не позавидую надменным богачам; 
 Нет, нет, за тщетный блеск я счастья неотдам; 
 Не стану жертвовать фортуне своевольной. 
 Спокойной совестью, судьбой своей довольный, 
 И песни нежные, и мирный фимиам 
 Я буду посвящать отеческим богам.


Так перешедши жизнь незнаемой тропою, 
 Свой подвиг совершив, усталою главою 
 Склонюсь я наконец ко смертному одру; 
 Для дружбы, для любви, для памяти умру; 
 И всё умрет со мной! -- Но вы, любимцы Феба, 
 Вы вместе с жизнию принявшие от неба 
 И дум возвышенных и сладких песней дар! 
 Враждующей судьбы не страшен вам удар: 
 Свой век опередив, заране слышит гений 
 Рукоплескания грядущих поколений. 
 .................................... 
 ....................................


"
189;;2960;xix/baratynsky/br1-277;Е. А. Баратынский;1820;Я4жм;К-ву : «Любви веселой проповедник...»;"Любви веселой проповедник, 
 Всегда любезный говорун, 
 Глубокомысленный шалун, 
 Назона правнук и наследник! 
 Дана на время юность нам, 
 До рокового новоселья, 
 Пожить не худо для веселья. 
 Товарищ милый, по рукам! 
 Наука счастья нам знакома, 
 Часы летят! -- Скорей зови 
 Богиню милую любви! 
 Скорее ветренного Мома! 
 Альков уютный приготовь! 
 Наполни чаши золотые! 
 Изменят скоро дни младые, 
 Изменит скоро нам любовь! 
 Летящий миг лови украдкой. -- 
 Игея, Вакх еще с тобой! 
 Еще полна, друг милый мой, 
 Пред нами чаша жизни сладкой, 
 Но смерть, быть может, сей же час 
 Ее с насмешкой опрокинет, -- 
 И мигом в сердце кровь остынет, 
 И дом подземный скроет нас!


"
190;;2961;xix/baratynsky/br1-278;Е. А. Баратынский;1820;Я4мж;Финским красавицам: Мадригал : «Так -- ваш язык еще мне нов...»;"Так -- ваш язык еще мне нов, 
 Но взоры милых сердцу внятны, 
 И звуки незнакомых слов 
 Давно душе моей понятны. 
 Я не умел еще любить -- 
 Опасны сердцу ваши взгляды! 
 И сын Фрегеи, может быть, 
 Сильнее будет сына Лады!


"
191;;2962;xix/baratynsky/br1-279;Е. А. Баратынский;1820;Я6м+Я4ж;Весна: (Элегия) : «Мечты волшебные, вы скрылись от очей!..»;"Мечты волшебные, вы скрылись от очей! 
 Сбылися времени угрозы! 
 Хладеет в сердце жизнь, и юности моей 
 Поблекли утренние розы!


Благоуханный Май воскреснул на лугах, 
 И пробудилась Филомела, 
 И Флора милая, на радужных крылах, 
 К нам обновленная слетела.


Вотще! не для меня долины и леса 
 Одушевились красотою, 
 И светлой радостью сияют небеса! 
 Я вяну, -- вянет всё со мною!


О, где вы, призраки невозвратимых лет, 
 Богатство жизни -- вера в счастье? 
 Где ты, младого дня пленительный рассвет? 
 Где ты, живое сладострастье?


В дыхании весны всё жизнь младую пьет 
 И негу тайного желанья! 
 Всё дышит радостью и, мнится, с кем-то ждет 
 Обетованного свиданья!


Лишь я, как будто чужд природе и весне? 
 Часы крылатые мелькают; 
 Но радости принесть они не могут мне 
 И, мнится, мимо пролетают.


"
192;;2963;xix/baratynsky/br1-280;Е. А. Баратынский;1821;Х4жм;Больной : «Други! радость изменила...»;"Други! радость изменила, 
 Предо мною мрачен путь, 
 И болезнь мне положила 
 Руку хладную на грудь. 
 Други! станьте вкруг постели. 
 Где утех златые дни? 
 Быстро, быстро пролетели 
 Тенью легкою они. 
 Всё прошло; ваш друг печальный 
 Вянет в жизни молодой, 
 С новым утром погребальный, 
 Может быть, раздастся вой, -- 
 И раздвинется могила, 
 И заснет, недвижный, он, 
 И твое лобзанье, Лила, 
 Не прервет холодный сон.


Что нужды! до новоселья 
 Поживем и пошалим, 
 В память прежнего веселья 
 Шумный кубок, осушим. 
 Нам судьба велит разлуку... 
 Как же быть, друзья? -- вздохнуть, 
 На распутьи сжать мне руку 
 И сказать: счастливый путь!


"
193;;2964;xix/baratynsky/br1-281;Е. А. Баратынский;1821;Я5ж,м;Элегия : «Нет, не бывать тому, что было прежде!..»;"Нет, не бывать тому, что было прежде! 
 Что в счастьи мне? Мертва душа моя! 
 «Надейся, друг!» -- оказали мне друзья: 
 Не поздно-ли вверяться мне надежде, 
 Когда желать почти не в силах я? 
 Я бременюсь нескромным их участьем, 
 И с каждым днем я верой к ним бедней. 
 Что в пустоте несвязных их речей? 
 Давным-давно простился я со счастьем, 
 Желательным слепой душе моей! 
 Лишь вслед ему с унылым сладострастьем 
 Гляжу я вдаль моих минувших дней. 
 Так, нежный друг, в бесчувственном забвеньи, 
 Еще глядит на зыби синих волн, 
 На влажный путь, где в темном отдаленьи 
 Давно исчез отбывший дружний чолн.


"
194;;2965;xix/baratynsky/br1-282;Е. А. Баратынский;1821;Я4жм;В альбом : «Когда б вы менее прекрасной...»;"Когда-б вы менее прекрасной 
 Случайно слыли у молвы; 
 Когда бы прелестью опасной 
 Не столь опасны были вы... 
 Когда-б еще сей голос нежный 
 И томный пламень сих очей 
 Любовью менее мятежной 
 Могли грозить душе моей; 
 Когда бы больше мне на долю 
 Даров послал Цитерский бог: 
 Тогда я дал бы сердцу волю, 
 Тогда любить я вас бы мог. 
 Предаться нежному участью 
 Мне тайный голос не велит... 
 И удивление, по счастью, 
 От стрел любви меня хранит.


"
195;;2966;xix/baratynsky/br1-283;Е. А. Баратынский;1830;Я4ж+Я6мж+Я4м;«Так, он ленивец, он негодник...»;"Так, он ленивец, он негодник, 
 Он только что поэт, он человек пустой; 
 А ты, ты ябедник, шпион, торгаш и сводник. 
 О! человек ты деловой.


"
196;;2967;xix/baratynsky/br1-284;Е. А. Баратынский;1828;Я3,Я5,Я6мж;На смерть собаки : «Мой добрый пес, ты кончил уж свой век!..»;"Мой добрый пес, ты кончил уж свой век! 
 Я в жизни знал тебя мошенником и вором 
 Когда б ты был не пес, а человек, 
 Ты б околел наверно, сенатором!


"
197;;2968;xix/baratynsky/br1-285;Е. А. Баратынский;1823;Я4мжм+Я3ж;«Я унтер, други! -- Точно так...»;"Я унтер, други! -- Точно так, 
 Но не люблю я бить баклуши, 
 Всегда исправен мой тесак, 
 Так берегите -- уши!


"
198;;2969;xix/baratynsky/br1-286;Е. А. Баратынский;1824;Я4ж,м;«Когда придется как-нибудь...»;"Когда придется как-нибудь 
 В досужный час воспомянуть 
 Вам о Финляндии суровой, 
 О финских чудных щеголях, 
 О их безужинных балах 
 И о Варваре Аргуновой; 
 Не позабудьте обо мне, 
 Поэте сиром и безродном, 
 В чужой, далекой стороне, 
 Сердитом, грустном и голодном. 
 А вам, Анеточка моя 
 Что пожелать осмелюсь я? 
 О! наилучшего, конечно: 
 Такой пробыть, какою вас 
 Сегодня вижу я на час, 
 Какою помнить буду вечно.


"
199;;2970;xix/baratynsky/br1-287;Е. А. Баратынский;1824;Я4ж,м;Невесте: (А. Я. В.) : «Не раз Гимена клеветали...»;"Не раз Гимена клеветали -- 
 Его бездушным торговцом, 
 Брюзгой, ревнивцем и глупцом 
 Попеременно называли... 
 Как свет его ни назови, 
 У вас он будет, без сомненья, 
 Достойным сыном уваженья, 
 И братом пламенной любви!


"
200;;2971;xix/baratynsky/br1-288;Е. А. Баратынский;1820-1821;Я4,Я6ж,м;«Младые грации сплели тебе венок...»;"Младые Грации сплели тебе венок 
 И им стыдливую невинность увенчали, 
 В него вплести и мне нельзя-ли 
 На память миртовый листок? 
 Хранимый дружбою, он, верно, не увянет, 
 Он лучших чувств моих залогом будет ей; 
 Но друга верного и были прежних дней 
 Да поздно милая вспомянет. 
 Да поздно юных снов утратит легкий рой 
 И скажет в тихий час случайного раздумья: 
 Не другом красоты, не другом остроумья, -- 
 Он другом был меня самой.


"
201;;2972;xix/baratynsky/br1-289;Е. А. Баратынский;1824-1825;Я4,Я6мж;«Отчизны враг, слуга царя...»;"Отчизны враг, слуга царя, 
 К бичу народов, самовластью 
 Какой-то адскою любовию горя, 
 Он не знаком с другою страстью. 
 Скрываясь от очей, злодействует впотьмах, 
 Чтобы злодействовать свободней. 
 Не нужно имени: у всех оно в устах, 
 Как имя страшное владыки преисподней.


"
202;;2973;xix/baratynsky/br1-290;Е. А. Баратынский;1825;Я6ж+Я4м+Я6жм;«Войной журнальною бесчестит без причины...»;"Войной журнальною бесчестит без причины 
 Он дарования свои. 
 Не так-ли славный вождь и друг Екатерины -- 
 Орлов еще любил кулачные бои?


"
203;;2974;xix/baratynsky/br1-291;Е. А. Баратынский;1824-1825;Я4ж,м Я2м;Леда : «В стране роскошной, благодатной...»;"В стране роскошной, благодатной, 
 Где Евротейский древний ток, 
 Среди долины ароматной 
 Катится светел и широк; 
 Вдоль брега Леда молодая 
 Еще не мысля, но мечтая, 
 Стопами тихими брела. 
 Уж близок полдень; небо знойно: 
 Кругом всё пусто, всё спокойно, 
 Река прохладна и светла; 
 Брега стрегут кусты густые... 
 Покровы пали на цветы, 
 И Леды прелести нагие 
 Прозрачной влагой приняты. 
 Легко возлегшая на волны, 
 Легко скользит по ним она: 
 Роскошно пенясь, перси полны 
 Лобзает жадная волна; 
 Но зашумел тростник прибрежный, 
 И лебедь стройный, белоснежный, 
 Из-за него явился ей. 
 Сначала он, чуть зримый оком, 
 Блуждает в оплыве широком 
 Кругом возлюбленной своей; 
 В пучине часто исчезает, 
 Но сокрываяся от глаз 
 Из вод глубоких выплывает 
 Всё ближе к милой каждый раз. 
 И вот плывет он рядом с нею, 
 Ей смелость лебедя мила: 
 Рукою нежною своею 
 Его осанистую шею 
 Младая дева обняла, 
 Он жмется к деве, он украдкой 
 Ей перси нежные клюет; 
 Он в песне радостной и сладкой 
 Как бы красы ее поет, 
 Как бы поет живую негу! 
 Меж тем, влечет ее ко брегу. 
 Выходит на берег она; 
 Устав, в тени густого древа, 
 На мураву ложится дева 
 На длань главою склонена. 
 Меж тем не дремлет лебедь страстной: 
 Он на коленях у прекрасной 
 Нашел убежище свое; 
 Он сладкозвучно воздыхает, 
 Он влажным клёвом вопрошает 
 Уста невинные ее... 
 В изнемогающую деву 
 Огонь желания проник: 
 Уста раскрылись; томно клеву 
 Уже ответствует язык; 
 Уж на глаза с живым томленьем 
 Набросив пышные власы, 
 Она нечаянным движеньем 
 Раскрыла все свои красы... 
 Приют свой прежний покидает 
 Тогда нескромный лебедь мой; 
 Он томно шею обвивает 
 Вкруг шеи девы молодой; 
 Его напрасно отклоняет 
 Она дрожащею рукой: 
 Он завладел -- 
 Затрепетал крылами он, 
 И вырывается у Леды 
 И девства крик и неги стон.


"
204;;2975;xix/baratynsky/br1-293;Е. А. Баратынский;1824-1825;Я4ж,м;Запрос Муханову : «Что скажет другу своему...»;"Что скажет другу своему 
 Любовник пламенной Авроры? 
 Сияли-ль счастием ему 
 Ее застенчивые взоры? 
 Любви заботою полна, 
 Огнем очей, ланит пыланьем, 
 И персей томных волнованьем, 
 Была-ль прямой зарей она, 
 Иль только северным сияньем?


"
205;;2976;xix/baratynsky/br1-294;Е. А. Баратынский;1822;Я4,Я6ж,м;Сестре : «И ты покинула семейный мирный круг...»;"И ты покинула семейный мирный круг. 
 Ни степи, ни леса тебя не задержали? 
 И ты летишь ко мне на глас моей печали -- 
 О милая сестра, о мой вернейший друг! 
 Я узнаю тебя, мой ангел утешитель, 
 Наперсница души от колыбельных дней; 
 Не тщетно нежности я веровал твоей, 
 Тогда еще, -- тогда, достойный их ценитель!.. 
 Приди-ж -- и радость призови 
 В приют мой, радостью забытой; -- 
 Повей отрадою душе моей убитой 
 И сердце мне согрей дыханием любви! 
 Как чистая роса живит своей прохладой 
 Среди нагих степей, -- спасительной усладой 
 Так оживишь мне чувства ты.


"
206;;2977;xix/baratynsky/br1-295;Е. А. Баратынский;1825;Я4мж;«Простите, спорю невпопад...»;"Простите, спорю невпопад 
 Я с вашей Музою прелестной; 
 Но мне Парни ни сват, ни брат: 
 Совсем не он отец мой крестной. 
 Он мне однако же знаком: 
 Цитерских истин возвеститель, 
 Любезный князь, не спорю в том, 
 Был вместе с вами мой учитель.


"
207;;2978;xix/baratynsky/br1-296;Е. А. Баратынский;1825;Я4мж;«Я был любим, твердила ты...»;"Я был любим, твердила ты 
 Мне часто нежные обеты, 
 Хранят бесценные мечты 
 Слова, душой твоей согреты; 
 Нет, не могу не верить им: 
 Я был любим, я был любим!


Все тот же я, любви моей 
 Судьба моя не изменила: 
 Я помню счастье прежних дней, 
 Хоть, может быть, его забыла, 
 Забыла милая моя, -- 
 Но тот же я, всё тот же я!


К свиданью с ней мне нет пути. 
 Увы! когда б предстал я милой, -- 
 Конечно, в жалость привести 
 Ее бы мог мой взор унылой. 
 Одна мечта души моей -- 
 Свиданье с ней, свиданье с ней.


Хитра любовь, никак она 
 Мне мой романс теперь внушает; 
 Ее волнения полна, 
 Моя любезная читает, 
 Любовью прежней дышит вновь. 
 Хитра любовь, хитра любовь!


"
