"","path","text_id","A_ID","author_text","text_title","first_line","PER_ID","year","vol","num","pages","subtitle","author_sign"
"1108","../../data/corpus1835/periodicals/per_raw//P_253.txt","P_253","","Р.К.","Язык природы","В природе есть язык могучий","БдЧ",1838,"Т. 30","","102-104","","Р.К."
"1109","../../data/corpus1835/periodicals/per_raw//P_254.txt","P_254","A-15","Тимофеев А.В.","Бедность и богатство","Нет, тот не беден, кто богат мечтами","БдЧ",1838,"Т. 31","","5-7","","Тимофеев"
"1110","../../data/corpus1835/periodicals/per_raw//P_255.txt","P_255","A-155","Менцов Ф.Н.","Тленность земного","Сребром и золотом богатый","БдЧ",1838,"Т. 31","","77-79","","Ф. Менцов"
"1111","../../data/corpus1835/periodicals/per_raw//P_256.txt","P_256","A-254","Титов В.П.","Северянка","Скажи, дочь севера, полярная звезда","БдЧ",1838,"Т. 31","","79-82","","Титов"
"1112","../../data/corpus1835/periodicals/per_raw//P_257.txt","P_257","","Д***","Вдохновение","Печальный дар, несчастный дар","БдЧ",1838,"Т. 31","","87-88","","Д***"
"1113","../../data/corpus1835/periodicals/per_raw//P_258.txt","P_258","","А. С-в","Сновидение","Житель горних, упоенный","БдЧ",1838,"Т. 31","","88-89","","А. С-в"
"1114","../../data/corpus1835/periodicals/per_raw//P_259.txt","P_259","","М***","Песнь Сатаниеля","Творца веленье роковое","БдЧ",1838,"Т. 31","","90-92","","М***"
"1115","../../data/corpus1835/periodicals/per_raw//P_26.txt","P_26","A-11","Пушкин А.С.","Соловей","Соловей мой соловейко","БдЧ",1835,"Т.9. Отд. 1","","22-23","Песни западных славян","А. Пушкин"
"1116","../../data/corpus1835/periodicals/per_raw//P_260.txt","P_260","A-18","Бенедиктов В.Г.","Напрасные жертвы","Степенных мудрецов уроки затвердив","БдЧ",1839,"Т. 32","","5-6","","Бенедиктов"
"1117","../../data/corpus1835/periodicals/per_raw//P_261.txt","P_261","A-37","Бернет Е.","Элегия","Я скучен для людей, мне скучно между ними","БдЧ",1839,"Т. 32","","7-8","","Бернет"
"1118","../../data/corpus1835/periodicals/per_raw//P_262.txt","P_262","A-37","Бернет Е.","Сон","Не знаю где, но помню живо","БдЧ",1839,"Т. 32","","8-11","","Бернет"
"1119","../../data/corpus1835/periodicals/per_raw//P_263.txt","P_263","A-37","Бернет Е.","Песня","Не гляди поэту в очи","БдЧ",1839,"Т. 32","","11-12","","Бернет"
"1120","../../data/corpus1835/periodicals/per_raw//P_264.txt","P_264","A-164","Мейстер И.","","Сегодня минул год разлуки роковой","БдЧ",1839,"Т. 32","","12-13","Два сонета","И. Мейстер"
"1121","../../data/corpus1835/periodicals/per_raw//P_265.txt","P_265","A-164","Мейстер И.","","Мечты кипят, в груди проснулось вдохновенье","БдЧ",1839,"Т. 32","","13","Два сонета","И. Мейстер"
"1122","../../data/corpus1835/periodicals/per_raw//P_266.txt","P_266","A-152","Красов В.И.","Еврейка Сара","За рекою, за Десной","БдЧ",1839,"Т. 33","","5-7","","В. Красов"
"1123","../../data/corpus1835/periodicals/per_raw//P_267.txt","P_267","A-152","Красов В.И.","Элегия","Когда, порой, свободный от трудов","БдЧ",1839,"Т. 33","","7-8","","В. Красов"
"1124","../../data/corpus1835/periodicals/per_raw//P_268.txt","P_268","A-152","Красов В.И.","Стансы к Десдемоне","Зачем так поздно ты явилась","БдЧ",1839,"Т. 33","","8-9","","В. Красов"
"1125","../../data/corpus1835/periodicals/per_raw//P_269.txt","P_269","A-250","Корсаков П.А.","Пчела и роза","Пчелка легкая порхает","БдЧ",1839,"Т. 33","","10","Перевод с голландского","П. Корсаков"
"1126","../../data/corpus1835/periodicals/per_raw//P_27.txt","P_27","A-11","Пушкин А.С.","Песня о Георгие Черном","Не два волка в овраге грызутся","БдЧ",1835,"Т.9. Отд. 1","","23-24","Песни западных славян","А. Пушкин"
"1127","../../data/corpus1835/periodicals/per_raw//P_270.txt","P_270","A-250","Корсаков П.А.","Две пальмы над ручьем, иносказание Катса","Молодцы и молодцы!","БдЧ",1839,"Т. 33","","11","Перевод с голландского","П. Корсаков"
"1128","../../data/corpus1835/periodicals/per_raw//P_271.txt","P_271","A-158","Кропоткин Д.А.","","На раздоле, на просторе","БдЧ",1839,"Т. 33","","12-13","Корабль","Князь Д. Кропоткин"
"1129","../../data/corpus1835/periodicals/per_raw//P_272.txt","P_272","A-158","Кропоткин Д.А.","","Мир наш - море, люди - волны","БдЧ",1839,"Т. 33","","13","Корабль","Князь Д. Кропоткин"
"1130","../../data/corpus1835/periodicals/per_raw//P_273.txt","P_273","A-158","Кропоткин Д.А.","Песня","Когда, в раздумье, молчаливо","БдЧ",1839,"Т. 33","","14","","Князь Д. Кропоткин"
"1131","../../data/corpus1835/periodicals/per_raw//P_274.txt","P_274","A-230","Ибрагимов Л.Н.","Русская песня","Ты душа ль моя, красна-девица","БдЧ",1839,"Т. 33","","14-15","","Л. Ибрагимов"
"1132","../../data/corpus1835/periodicals/per_raw//P_275.txt","P_275","A-247","Ниркомский","Мысль и молния","Покойна туча громовая","БдЧ",1839,"Т. 33","","15-16","","Ниркомский"
"1133","../../data/corpus1835/periodicals/per_raw//P_276.txt","P_276","A-230","Ибрагимов Л.Н.","Послание к другу","Мой друг, ты был в стране далекой","БдЧ",1839,"Т. 34","","5-7","","Л. Ибрагимов"
"1134","../../data/corpus1835/periodicals/per_raw//P_277.txt","P_277","A-230","Ибрагимов Л.Н.","Память великому Державину","Как часто я на волжских берегах","БдЧ",1839,"Т. 34","","7-9","","Л. Ибрагимов"
"1135","../../data/corpus1835/periodicals/per_raw//P_278.txt","P_278","A-246","Карлино Н.","Надежда","Летает по свету богиня шалунья","БдЧ",1839,"Т. 34","","9-13","","Николай Карлино"
"1136","../../data/corpus1835/periodicals/per_raw//P_279.txt","P_279","A-256","Щеткин Я.А.","Чара","Не Дона заветною влагой полна","БдЧ",1839,"Т. 34","","13-14","","Щеткин"
"1137","../../data/corpus1835/periodicals/per_raw//P_28.txt","P_28","A-11","Пушкин А.С.","Воевода Милош","Над Сербией смилуйся Ты, Боже","БдЧ",1835,"Т.9. Отд. 1","","24-25","Песни западных славян","А. Пушкин"
"1138","../../data/corpus1835/periodicals/per_raw//P_280.txt","P_280","A-51","Стромилов С.И.","Море","Зачем ты так тяжко вздыхаешь, о море!","БдЧ",1839,"Т. 34","","14-15","","С. Стромилов"
"1139","../../data/corpus1835/periodicals/per_raw//P_281.txt","P_281","A-255","Траум","Русская песня","Заведи мне, пташечка","БдЧ",1839,"Т. 34","","16","","Траум"
"1140","../../data/corpus1835/periodicals/per_raw//P_282.txt","P_282","A-115","Некрасов Н.А.","Жизнь","Прекрасно, высоко твое предназначенье","БдЧ",1839,"Т. 35","67","5-6","","Н. Некрасов"
"1141","../../data/corpus1835/periodicals/per_raw//P_283.txt","P_283","A-101","Шахова Е.Н.","Подруге","Недавней гостьей в мире шумном","БдЧ",1839,"Т. 35","67","7-8","","Елисавета Шахова"
"1142","../../data/corpus1835/periodicals/per_raw//P_284.txt","P_284","A-152","Красов В.И.","Элегия","Спокойно все; лишь ярко на лазури","БдЧ",1839,"Т. 35","67","8-9","","В. Красов"
"1143","../../data/corpus1835/periodicals/per_raw//P_285.txt","P_285","A-152","Красов В.И.","Вечерняя звезда","Звездой любви тебя именовали","БдЧ",1839,"Т. 35","67","9-10","","В. Красов"
"1144","../../data/corpus1835/periodicals/per_raw//P_286.txt","P_286","","","Песня инвалида","Чу! тревогу грянули","БдЧ",1839,"Т. 35","67","12-13","",""
"1145","../../data/corpus1835/periodicals/per_raw//P_287.txt","P_287","","***","Вакхическая песня","Ясный месяц запал","БдЧ",1839,"Т. 35","67","13-15","","***"
"1146","../../data/corpus1835/periodicals/per_raw//P_288.txt","P_288","","","Слава","Не труд тяжелый променяв забавы","БдЧ",1839,"Т. 35","67","15-16","Два сонета",""
"1147","../../data/corpus1835/periodicals/per_raw//P_289.txt","P_289","","Х.","Два качества бога","Ты захотел, - вселенная была","БдЧ",1839,"Т. 35","67","16","Два сонета","Х."
"1148","../../data/corpus1835/periodicals/per_raw//P_29.txt","P_29","A-11","Пушкин А.С.","Вурдалак","Трусоват был Ваня бедный","БдЧ",1835,"Т.9. Отд. 1","","25-26","Песни западных славян","А. Пушкин"
"1149","../../data/corpus1835/periodicals/per_raw//P_290.txt","P_290","A-239","М-ва Мария","Он","Слыхали ль вы, как он читал","БдЧ",1839,"Т. 35","67","17","","Мария М-ва"
"1150","../../data/corpus1835/periodicals/per_raw//P_291.txt","P_291","A-186","Сунцов А.","Несчастный","Во цвете юности земной","БдЧ",1839,"Т. 35","67","17-19","","А. Сунцов"
"1151","../../data/corpus1835/periodicals/per_raw//P_292.txt","P_292","A-186","Сунцов А.","Перемена","Мрачен я теперь… Напрасно","БдЧ",1839,"Т. 35","67","19-20","","А. Сунцов"
"1152","../../data/corpus1835/periodicals/per_raw//P_293.txt","P_293","A-254","Титов В.П.","Ярославская песня","Ах ты, матушка, земля русская","БдЧ",1839,"Т. 35","67","20-22","","Титов"
"1153","../../data/corpus1835/periodicals/per_raw//P_294.txt","P_294","","***","Друг с детства","Друг мой единственный, друг мой мечтательный","БдЧ",1839,"Т. 35","67","22-24","","***"
"1154","../../data/corpus1835/periodicals/per_raw//P_295.txt","P_295","A-130","Веревкин Н.Н.","Утренний сон","Утренний сон","БдЧ",1839,"Т. 35","68","49-51","","Н. Веревкин"
"1155","../../data/corpus1835/periodicals/per_raw//P_296.txt","P_296","A-130","Веревкин Н.Н.","Квесторка","Благоверно соблюдая","БдЧ",1839,"Т. 35","68","51-53","","Н. Веревкин"
"1156","../../data/corpus1835/periodicals/per_raw//P_297.txt","P_297","A-130","Веревкин Н.Н.","Кокетке","Не тревожь меня","БдЧ",1839,"Т. 35","68","53-55","","Н. Веревкин"
"1157","../../data/corpus1835/periodicals/per_raw//P_298.txt","P_298","A-195","Бухарин","Красавице","Цветок, на бабочку любуясь, повторял","БдЧ",1839,"Т. 35","68","55-56","Из Виктора Гюго","Бухарин"
"1158","../../data/corpus1835/periodicals/per_raw//P_299.txt","P_299","A-63","Вердеревский А.","Русская пляска","Не в лазури месяц новый","БдЧ",1839,"Т. 35","68","57-58","","А. Вердеревский"
"1159","../../data/corpus1835/periodicals/per_raw//P_3.txt","P_3","A-137","Шишков А.С.","","На скованных зимой жестокою водах","Сев_пч",1835,"","55","219","","А.С. Шишков"
"1160","../../data/corpus1835/periodicals/per_raw//P_30.txt","P_30","A-11","Пушкин А.С.","Сестра и братья","Два дубочка вырастали рядом","БдЧ",1835,"Т.9. Отд. 1","","26-29","Песни западных славян","А. Пушкин"
"1161","../../data/corpus1835/periodicals/per_raw//P_300.txt","P_300","A-157","Греков Н.П.","Все пройдет","Мне грустно… я молчу; пуская в душе волненье","БдЧ",1839,"Т. 35","68","58-59","Элегия","Н. Греков"
"1162","../../data/corpus1835/periodicals/per_raw//P_301.txt","P_301","A-174","Бистром А.","Баян","Не Дон тихоструйный, плеская волнами","БдЧ",1839,"Т. 35","68","59-60","","Александр Бистром"
"1163","../../data/corpus1835/periodicals/per_raw//P_302.txt","P_302","A-63","Вердеревский А.","Любовь и ревность","Есть два чувства роковые","БдЧ",1839,"Т. 35","68","61-62","","А. Вердеревский"
"1164","../../data/corpus1835/periodicals/per_raw//P_303.txt","P_303","A-155","Менцов Ф.Н.","Грусть паши","Что сталось с ним, блистательным пашою","БдЧ",1839,"Т. 35","68","62-64","","Ф. Менцов"
"1165","../../data/corpus1835/periodicals/per_raw//P_304.txt","P_304","A-155","Менцов Ф.Н.","Певец, к славянам перед отъездом на войну","Славяне, настала пора отправленья","БдЧ",1839,"Т. 36","","95-96","","Ф. Менцов"
"1166","../../data/corpus1835/periodicals/per_raw//P_305.txt","P_305","A-248","Волков П.Г.","Благовещение","Кто Ты, о Дева Назарета","БдЧ",1839,"Т. 37","","5-7","Четыре христианские картины","П. Волков"
"1167","../../data/corpus1835/periodicals/per_raw//P_306.txt","P_306","A-248","Волков П.Г.","Рождество","Идет звезда, всех звезд ясней","БдЧ",1839,"Т. 37","","7-8","","П. Волков"
"1168","../../data/corpus1835/periodicals/per_raw//P_307.txt","P_307","A-248","Волков П.Г.","Крещение","Завет Господень исполнялся","БдЧ",1839,"Т. 37","","8-9","","П. Волков"
"1169","../../data/corpus1835/periodicals/per_raw//P_308.txt","P_308","A-248","Волков П.Г.","Христос на горе Елеонской","Была ночь ясная. Мерцая","БдЧ",1839,"Т. 37","","9-11","","П. Волков"
"1170","../../data/corpus1835/periodicals/per_raw//P_309.txt","P_309","","А. Вы-ской","Кирхгоф","Я на Кирхгоф попал случайно","БдЧ",1839,"Т. 37","","11-13","","А. Вы-ской"
"1171","../../data/corpus1835/periodicals/per_raw//P_31.txt","P_31","A-11","Пушкин А.С.","Яныш Королевич","Полюбил Яныш королевич","БдЧ",1835,"Т.9. Отд. 1","","29-32","Песни западных славян","А. Пушкин"
"1172","../../data/corpus1835/periodicals/per_raw//P_310.txt","P_310","","","Новый завет","Истерзан страстями, намучен сомненьем","БдЧ",1839,"Т. 37","","14-15","",""
"1173","../../data/corpus1835/periodicals/per_raw//P_311.txt","P_311","","","Мысль и слово","В младенчестве мира, как море, и суша","БдЧ",1839,"Т. 37","","15-16","",""
"1174","../../data/corpus1835/periodicals/per_raw//P_312.txt","P_312","A-159","Губер Э.И.","Поэт","Когда в живых мечтах горит душа поэта","БдЧ",1840,"Т. 38","","8-10","","Э. Губер"
"1175","../../data/corpus1835/periodicals/per_raw//P_313.txt","P_313","A-162","Кукольник Н.В.","Из альбома Риццио","Вчера, увенчанна алмазной диадимой","БдЧ",1840,"Т. 38","","10-11","","Н. Кукольник"
"1176","../../data/corpus1835/periodicals/per_raw//P_314.txt","P_314","A-159","Губер Э.И.","Колыбельная песня","Сном спокойным спи, младенец","БдЧ",1840,"Т. 38","","11-12","","Э. Губер"
"1177","../../data/corpus1835/periodicals/per_raw//P_315.txt","P_315","A-162","Кукольник Н.В.","Леноре","Ленора! с страхом и слезами","БдЧ",1840,"Т. 38","","13","","Н. Кукольник"
"1178","../../data/corpus1835/periodicals/per_raw//P_316.txt","P_316","A-159","Губер Э.И.","Одиночество","Все тихо и темно, повсюду сон глубокой","БдЧ",1840,"Т. 38","","14-15","","Э. Губер"
"1179","../../data/corpus1835/periodicals/per_raw//P_317.txt","P_317","A-159","Губер Э.И.","Цыганка","Жива как забава, как смех весела","БдЧ",1840,"Т. 38","","15-16","","Э. Губер"
"1180","../../data/corpus1835/periodicals/per_raw//P_318.txt","P_318","A-18","Бенедиктов В.Г.","К — (при доставлении стихов моих)","От ранних лет судьба мне указала","БдЧ",1840,"Т. 38","","157-158","","Бенедиктов"
"1181","../../data/corpus1835/periodicals/per_raw//P_319.txt","P_319","A-159","Губер Э.И.","Печаль вдохновения","Остановись, мой грозный гений","БдЧ",1840,"Т. 38","","158-160","","Э. Губер"
"1182","../../data/corpus1835/periodicals/per_raw//P_32.txt","P_32","A-113","Козлов И.И.","Тревожное раздумье","Море синее, море бурное!","БдЧ",1835,"Т.9. Отд. 1","","120-122","","И. Козлов"
"1183","../../data/corpus1835/periodicals/per_raw//P_320.txt","P_320","A-252","Степанов С.","Поэт и роза","Согрета первою весенней теплотой","БдЧ",1840,"Т. 38","","160-161","Из Шекспира","С. Степанов"
"1184","../../data/corpus1835/periodicals/per_raw//P_321.txt","P_321","A-143","Ершов П.П.","Сон","Друзья! я видел сон чудесный","БдЧ",1840,"Т. 38","","161-163","","П. Ершов"
"1185","../../data/corpus1835/periodicals/per_raw//P_322.txt","P_322","A-159","Губер Э.И.","Дума","Во дни веселия надежда перед нами","БдЧ",1840,"Т. 38","","163-165","","Э. Губер"
"1186","../../data/corpus1835/periodicals/per_raw//P_323.txt","P_323","A-252","Степанов С.","Пловец","Как ворона крылья, так черные тучи","БдЧ",1840,"Т. 38","","165-166","Романс","С. Степанов"
"1187","../../data/corpus1835/periodicals/per_raw//P_324.txt","P_324","A-159","Губер Э.И.","Перепутие","Испытан раннею тоскою","БдЧ",1840,"Т. 38","","166-167","","Э. Губер"
"1188","../../data/corpus1835/periodicals/per_raw//P_325.txt","P_325","A-143","Ершов П.П.","Моя молитва","Творец! во прах перед Тобою","БдЧ",1840,"Т. 38","","168-171","","П. Ершов"
"1189","../../data/corpus1835/periodicals/per_raw//P_326.txt","P_326","A-159","Губер Э.И.","Волга","Как младенец боязлива","БдЧ",1840,"Т. 38","","171-172","","Э. Губер"
"1190","../../data/corpus1835/periodicals/per_raw//P_327.txt","P_327","A-18","Бенедиктов В.Г.","Грехопадение","В красоте, от праха взятой","БдЧ",1840,"Т. 39","","5-9","","Бенедиктов"
"1191","../../data/corpus1835/periodicals/per_raw//P_328.txt","P_328","A-159","Губер Э.И.","Стремление","Земля человеку и мать и темница","БдЧ",1840,"Т. 39","","10-11","","Э. Губер"
"1192","../../data/corpus1835/periodicals/per_raw//P_329.txt","P_329","A-159","Губер Э.И.","Награда поэта","В часы забот и скуки хладной","БдЧ",1840,"Т. 39","","12-13","","Э. Губер"
"1193","../../data/corpus1835/periodicals/per_raw//P_33.txt","P_33","A-141","Венедиктов М.","Песня закубанских горцев","Не тигр с гиеною сдружился","БдЧ",1835,"Т.9. Отд. 1","","122-123","","М. Венедиктов"
"1194","../../data/corpus1835/periodicals/per_raw//P_330.txt","P_330","A-143","Ершов П.П.","Дуб","На стлани зелени волнистой","БдЧ",1840,"Т. 39","","14-15","","П. Ершов"
"1195","../../data/corpus1835/periodicals/per_raw//P_331.txt","P_331","A-143","Ершов П.П.","Перемена","Проходят дни безумного волненья","БдЧ",1840,"Т. 39","","16","","П. Ершов"
"1196","../../data/corpus1835/periodicals/per_raw//P_332.txt","P_332","A-159","Губер Э.И.","Гроза","Гроза над тобою, слепец дерзновенный","БдЧ",1840,"Т. 39","","127","","Э. Губер"
"1197","../../data/corpus1835/periodicals/per_raw//P_333.txt","P_333","A-159","Губер Э.И.","Друзья","Их было много - жребий мира","БдЧ",1840,"Т. 39","","127-128","","Э. Губер"
"1198","../../data/corpus1835/periodicals/per_raw//P_334.txt","P_334","A-143","Ершов П.П.","Две музы","С первой искрою сознанья","БдЧ",1840,"Т. 39","","128-131","","П. Ершов"
"1199","../../data/corpus1835/periodicals/per_raw//P_335.txt","P_335","A-252","Степанов С.","Надежда","Дайте очи мне орлиные","БдЧ",1840,"Т. 39","","132-133","","Ст. Степанов"
"1200","../../data/corpus1835/periodicals/per_raw//P_336.txt","P_336","A-51","Стромилов С.И.","Неаполь","Неаполь! Неаполь! скажи - суждено ли","БдЧ",1840,"Т. 39","","133-134","","С. Стромилов"
"1201","../../data/corpus1835/periodicals/per_raw//P_337.txt","P_337","","","Романс","Стой мой верный бурный конь","БдЧ",1840,"Т. 40","","5-6","",""
"1202","../../data/corpus1835/periodicals/per_raw//P_338.txt","P_338","A-143","Ершов П.П.","Музыка","Как небо южного восхода","БдЧ",1840,"Т. 40","","7-9","","П. Ершов"
"1203","../../data/corpus1835/periodicals/per_raw//P_339.txt","P_339","A-252","Степанов С.","Терек","Как незримых сил боренье","БдЧ",1840,"Т. 40","","9-11","","Ст. Степанов"
"1204","../../data/corpus1835/periodicals/per_raw//P_34.txt","P_34","A-142","Майков А.Н.","Орел","Когда пернатых царь стремится","БдЧ",1835,"Т.9. Отд. 1","","123-124","","Аполлон Майков"
"1205","../../data/corpus1835/periodicals/per_raw//P_340.txt","P_340","","","Друзьям","Друзья! оставьте утешенья!","БдЧ",1840,"Т. 40","","11-14","",""
"1206","../../data/corpus1835/periodicals/per_raw//P_341.txt","P_341","A-159","Губер Э.И.","Три клада","Во дни златой моей весны","БдЧ",1840,"Т. 40","","14-16","","Э. Губер"
"1207","../../data/corpus1835/periodicals/per_raw//P_342.txt","P_342","A-157","Греков Н.П.","","Нет, нет! я схороню в душе моей глубоко","БдЧ",1840,"Т. 40","","85-86","Две элегии","Н. Греков"
"1208","../../data/corpus1835/periodicals/per_raw//P_343.txt","P_343","A-157","Греков Н.П.","","Весна. Опять весна! как сладко жизнью веет","БдЧ",1840,"Т. 40","","86","Две элегии","Н. Греков"
"1209","../../data/corpus1835/periodicals/per_raw//P_344.txt","P_344","A-159","Губер Э.И.","Ревность","Я не люблю ее; но от чего порою","БдЧ",1840,"Т. 40","","87","","Э. Губер"
"1210","../../data/corpus1835/periodicals/per_raw//P_345.txt","P_345","A-143","Ершов П.П.","Слезы","Сладостны слезы для сердца в тоске безотрадной","БдЧ",1840,"Т. 40","","88","","П. Ершов"
"1211","../../data/corpus1835/periodicals/per_raw//P_346.txt","P_346","A-252","Степанов С.","Поэту","Певец любви, друг истины святой","БдЧ",1840,"Т. 41","","5-6","","Ст. Степанов"
"1212","../../data/corpus1835/periodicals/per_raw//P_347.txt","P_347","A-157","Греков Н.П.","Полночный час","Печально прогудел на башне час полночи","БдЧ",1840,"Т. 41","","7-8","","Н. Греков"
"1213","../../data/corpus1835/periodicals/per_raw//P_348.txt","P_348","A-162","Кукольник Н.В.","Прощальная песня из недоконченной поэмы","Простите, добрые друзья","БдЧ",1840,"Т. 42","","5-6","","Н. Кукольник"
"1214","../../data/corpus1835/periodicals/per_raw//P_349.txt","P_349","A-162","Кукольник Н.В.","Жаворонок","Между небом и землей","БдЧ",1840,"Т. 42","","7","","Н. Кукольник"
"1215","../../data/corpus1835/periodicals/per_raw//P_35.txt","P_35","A-50","Якубович Л.А.","Старый русский замок","Где волной сребряно-шумной","БдЧ",1835,"Т.9. Отд. 1","","124-125","","Л. Якубович"
"1216","../../data/corpus1835/periodicals/per_raw//P_350.txt","P_350","","","Ночное свидание","Тиха и безгласна Венеция дремлет","БдЧ",1840,"Т. 42","","8-10","",""
"1217","../../data/corpus1835/periodicals/per_raw//P_351.txt","P_351","","","Могила","По славу Аллаха! По воле Пророка","БдЧ",1840,"Т. 42","","11-12","",""
"1218","../../data/corpus1835/periodicals/per_raw//P_352.txt","P_352","A-211","Минаев Д.И.","Две зари на бородинской годовщине","С час пробита заря","БдЧ",1840,"Т. 42","","13-16","","Д. Минаев"
"1219","../../data/corpus1835/periodicals/per_raw//P_353.txt","P_353","","Н. Волков","В альбом","Мой жребий брошен!… Одинокий","БдЧ",1840,"Т. 42","","67-68","","Н. Волков"
"1220","../../data/corpus1835/periodicals/per_raw//P_354.txt","P_354","A-157","Греков Н.П.","Стансы к…","Страшись не сумрака могилы","БдЧ",1840,"Т. 42","","69-70","","Н. Греков"
"1221","../../data/corpus1835/periodicals/per_raw//P_355.txt","P_355","A-157","Греков Н.П.","Ночь","Погаснул день. На небо голубое","БдЧ",1840,"Т. 42","","70-72","","Н. Греков"
"1222","../../data/corpus1835/periodicals/per_raw//P_356.txt","P_356","A-211","Минаев Д.И.","Упрек Кавказу","Над Кавказом ночь немая","БдЧ",1840,"Т. 42","","72-74","","Д. Минаев"
"1223","../../data/corpus1835/periodicals/per_raw//P_357.txt","P_357","A-157","Греков Н.П.","Мудрость","О чем полны вы тяжких дум","БдЧ",1840,"Т. 43","","5-6","","Н. Греков"
"1224","../../data/corpus1835/periodicals/per_raw//P_358.txt","P_358","A-252","Степанов С.","Грусть невесты","О чем красавица грустит","БдЧ",1840,"Т. 43","","7-8","","Ст. Степанов"
"1225","../../data/corpus1835/periodicals/per_raw//P_359.txt","P_359","A-211","Минаев Д.И.","Дума на киргиз-кайсацкой степи","Необозрима степь глухая","БдЧ",1840,"Т. 43","","8-11","","Д. Минаев"
"1226","../../data/corpus1835/periodicals/per_raw//P_36.txt","P_36","A-113","Козлов И.И.","Невеста","О что сбылось с тобой, невеста молодая","БдЧ",1835,"Т.9. Отд. 1","","126","Элегия. Подражание Андрею Шенье","Иван Козлов"
"1227","../../data/corpus1835/periodicals/per_raw//P_360.txt","P_360","A-157","Греков Н.П.","Русская песня","Много в небе горит","БдЧ",1840,"Т. 43","","11-12","","Н. Греков"
"1228","../../data/corpus1835/periodicals/per_raw//P_361.txt","P_361","","П.П.","Джинны","Сон очи","Телескоп",1835,"Ч. 25","1","34-38","Виктора Гюго","П.П."
"1229","../../data/corpus1835/periodicals/per_raw//P_363.txt","P_363","A-152","Красов В.И.","К ***","Зачем зовешь ее: Бесстрастная","Телескоп",1835,"Ч. 26","","389-390","","В. Красов"
"1230","../../data/corpus1835/periodicals/per_raw//P_364.txt","P_364","A-152","Красов В.И.","Песня","Взгляни, мой друг - по небу голубому","Телескоп",1835,"Ч. 26","","390-391","","В. Красов"
"1231","../../data/corpus1835/periodicals/per_raw//P_365.txt","P_365","A-7","Кольцов А.В.","Великая тайна","Тучи носят воду","Телескоп",1835,"Ч. 26","","495-496","","А. Кольцов"
"1232","../../data/corpus1835/periodicals/per_raw//P_366.txt","P_366","A-152","Красов В.И.","Молитва","Спаситель, Спаситель, Спаситель, мой Боже","Телескоп",1835,"Ч. 26","","497","Дума","В. Красов"
"1233","../../data/corpus1835/periodicals/per_raw//P_367.txt","P_367","A-152","Красов В.И.","Звуки","Они уносят дух - властительные звуки","Телескоп",1835,"Ч. 26","","498","Три стихотворения","В. Красов"
"1234","../../data/corpus1835/periodicals/per_raw//P_368.txt","P_368","A-152","Красов В.И.","Грусть","Какая-то разгневанная сила","Телескоп",1835,"Ч. 26","","489","","В. Красов"
"1235","../../data/corpus1835/periodicals/per_raw//P_369.txt","P_369","A-152","Красов В.И.","Она…","Как радостен отцу возврат младого сына","Телескоп",1835,"Ч. 26","","499","","В. Красов"
"1236","../../data/corpus1835/periodicals/per_raw//P_37.txt","P_37","A-143","Ершов П.П.","Прощание с Петербургом","Сокрылось солнце за Невою","БдЧ",1835,"Т.9. Отд. 1","","117-120","","П. Ершов"
"1237","../../data/corpus1835/periodicals/per_raw//P_370.txt","P_370","A-152","Красов В.И.","К ***","Она бежит играющих подруг","Телескоп",1835,"Ч. 26","","534-535","","В. Красов"
"1238","../../data/corpus1835/periodicals/per_raw//P_371.txt","P_371","A-172","Башилов А.А.","Ничего","Есть словечко Ничего","Телескоп",1835,"Ч. 27","","184-187","В альбом","А. Башилов"
"1239","../../data/corpus1835/periodicals/per_raw//P_372.txt","P_372","A-50","Якубович Л.А.","К Зевесу","Зевес-громовержец, внемли мне, к тебе я взываю","Телескоп",1835,"Ч. 27","","434","","Л. Якубович"
"1240","../../data/corpus1835/periodicals/per_raw//P_373.txt","P_373","A-226","Аксаков К.С.","Воспоминание","Кто отдаст мне молодость, время незабвенное","Телескоп",1835,"Ч. 27","","465-466","","К. Эврипидин"
"1241","../../data/corpus1835/periodicals/per_raw//P_374.txt","P_374","A-226","Аксаков К.С.","Скала","Скала наклонилась над бездной морской","Телескоп",1835,"Ч. 27","","467-469","","К. Эврипидин"
"1242","../../data/corpus1835/periodicals/per_raw//P_375.txt","P_375","A-7","Кольцов А.В.","Косарь","Не возьму я в толк","Телескоп",1835,"Ч. 28","","295-299","","А. Кольцов"
"1243","../../data/corpus1835/periodicals/per_raw//P_376.txt","P_376","","М. К.","Моя степь","Желал бы умчаться я в степь беспредельную","Телескоп",1835,"Ч. 28","","413-414","","М. К."
"1244","../../data/corpus1835/periodicals/per_raw//P_377.txt","P_377","","М. Макаров","Синица","За морем Синица не в пешках жила","Телескоп",1835,"Ч. 29","","218-221","Старинная русская застольная песня","М. Макаров"
"1245","../../data/corpus1835/periodicals/per_raw//P_378.txt","P_378","A-226","Аксаков К.С.","Русская легенда","Могилу рыли: мертвецу","Телескоп",1835,"Ч. 29","","231-235","","К. Эврипидин-Бюргеров"
"1246","../../data/corpus1835/periodicals/per_raw//P_379.txt","P_379","A-226","Аксаков К.С.","Степь","Есть песня у меня старинная","Телескоп",1835,"Ч. 29","","236-237","","К. Эврипидин"
