"","text_id","A_ID","author_text","author_sign","text_title","text_subtitle","first_line","year","path_text","source_text","COL_ID","corpus"
"2784","C_169__21","A-163","Е. Гребенка","Владиславлев В.А.","Казак на чужбине ","Украинская мелодия","Поехал далеко казак на чужбину","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_169__21.txt","Владиславлев В.А. Альманах на 1838 год составленный из литературных трудов и проч. Владиславлева. СПб.: Воен. тип., 1838. C. 311","COL_59","col"
"2785","C_169__22","A-150","Кн. Вяземский","Владиславлев В.А.","Ты светлая звезда","","Ты светлая звезда таинствеишего мира,","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_169__22.txt","Владиславлев В.А. Альманах на 1838 год составленный из литературных трудов и проч. Владиславлева. СПб.: Воен. тип., 1838. C. 322","COL_59","col"
"2786","C_169__23","A-49","В. Соколовский","Владиславлев В.А.","Я одинок ","*.... *..... *.....вой. Для 4-го декабря","Я одинок!... Как эти звуки
","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_169__23.txt","Владиславлев В.А. Альманах на 1838 год составленный из литературных трудов и проч. Владиславлева. СПб.: Воен. тип., 1838. C. 323-334","COL_59","col"
"2787","C_169__24","A-50","Л. Якубович","Владиславлев В.А.","Волны","","Льются волны, бьются волны,","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_169__24.txt","Владиславлев В.А. Альманах на 1838 год составленный из литературных трудов и проч. Владиславлева. СПб.: Воен. тип., 1838. C. 335-336","COL_59","col"
"2788","C_169__25","A-163","Е. Гребенка","Владиславлев В.А.","Соловей","","В зале душно: блеск и свечи.","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_169__25.txt","Владиславлев В.А. Альманах на 1838 год составленный из литературных трудов и проч. Владиславлева. СПб.: Воен. тип., 1838. C. 337","COL_59","col"
"2789","C_169__26","A-37","Бернет","Владиславлев В.А.","Моление","","Когда мир усталый предастся покою","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_169__26.txt","Владиславлев В.А. Альманах на 1838 год составленный из литературных трудов и проч. Владиславлева. СПб.: Воен. тип., 1838. C. 338-339","COL_59","col"
"2790","C_169__27","A-153","Г.Е. Р...а","Владиславлев В.А.","К белой даме","","Нет, счастье нас не баловало!","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_169__27.txt","Владиславлев В.А. Альманах на 1838 год составленный из литературных трудов и проч. Владиславлева. СПб.: Воен. тип., 1838. C. 340-341","COL_59","col"
"2791","C_169__28","A-150","Кн. Вяземский","Владиславлев В.А.","Памяти живописца Орловского","","Грустно видеть, Русь святая,","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_169__28.txt","Владиславлев В.А. Альманах на 1838 год составленный из литературных трудов и проч. Владиславлева. СПб.: Воен. тип., 1838. C. 342-347","COL_59","col"
"2792","C_169__29","A-11","А.С. Пушкин","Владиславлев В.А.","К *** ","Два неизданные стихотворения А.С. Пушкина","Нет, нет, не должен я, не смею, не могу","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_169__29.txt","Владиславлев В.А. Альманах на 1838 год составленный из литературных трудов и проч. Владиславлева. СПб.: Воен. тип., 1838. C. 348","COL_59","col"
"2793","C_169__30","A-11","А.С. Пушкин","Владиславлев В.А.","Прощание ","Два неизданные стихотворения А.С. Пушкина","В последний раз твой образ милый","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_169__30.txt","Владиславлев В.А. Альманах на 1838 год составленный из литературных трудов и проч. Владиславлева. СПб.: Воен. тип., 1838. C. 349","COL_59","col"
"2794","C_173__1","A_53","Пустельгин","Пустельгин","Нищий","","Весь дол Печера огибает,","1837","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_173__1.txt","Пустельгин Мои пенаты: Стихотворения Пустельгина. СПб.: Крайя, 1837. C. 5-12","COL_149","col"
"2795","C_173__2","A_53","Пустельгин","Пустельгин","Изгнанник","","Из - за облак мелькает чуть месяц златой,","1837","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_173__2.txt","Пустельгин Мои пенаты: Стихотворения Пустельгина. СПб.: Крайя, 1837. C. 15-18","COL_149","col"
"2796","C_173__3","A_53","Пустельгин","Пустельгин","Черкес","","Двурогая светит на небе луна,","1837","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_173__3.txt","Пустельгин Мои пенаты: Стихотворения Пустельгина. СПб.: Крайя, 1837. C. 21-22","COL_149","col"
"2797","C_173__4","A_53","Пустельгин","Пустельгин","Пленник","","На черном сумраке небес,","1837","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_173__4.txt","Пустельгин Мои пенаты: Стихотворения Пустельгина. СПб.: Крайя, 1837. C. 25-32","COL_149","col"
"2798","C_175__1","","","","Гроза","","Тучи тянутся грядою,","1837","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_175__1.txt"," Стихотворения молодого Черкеса. М.: Ун. тип, 1837. C. 3-4","COL_151","col"
"2799","C_175__2","","","","Ручей","","В немой, безлесистой пустыне","1837","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_175__2.txt"," Стихотворения молодого Черкеса. М.: Ун. тип, 1837. C. 5-6","COL_151","col"
"2800","C_175__3","","","","Жалоба","","Зачем, Творец, зачем в меня","1837","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_175__3.txt"," Стихотворения молодого Черкеса. М.: Ун. тип, 1837. C. 7-8","COL_151","col"
"2801","C_175__4","","","","Сон узника","","""Страна родная, край родной!","1837","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_175__4.txt"," Стихотворения молодого Черкеса. М.: Ун. тип, 1837. C. 9-11","COL_151","col"
"2802","C_175__5","","","","Ночь","","Вся природа, будто в отдыхе","1837","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_175__5.txt"," Стихотворения молодого Черкеса. М.: Ун. тип, 1837. C. 12-14","COL_151","col"
"2803","C_175__6","","","","Горный поток","","И мощен, и силен поток на скалах:","1837","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_175__6.txt"," Стихотворения молодого Черкеса. М.: Ун. тип, 1837. C. 15-16","COL_151","col"
"2804","C_175__7","","","","Море","","Взгляните на морё: как тихо оно,","1837","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_175__7.txt"," Стихотворения молодого Черкеса. М.: Ун. тип, 1837. C. 17-18","COL_151","col"
"2805","C_175__8","","","","Степь","","И дик и уныл вид степи песчаной,","1837","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_175__8.txt"," Стихотворения молодого Черкеса. М.: Ун. тип, 1837. C. 19-20","COL_151","col"
"2806","C_180__1","A_58","Шаршавый П.Я.","Шаршавый"," ","","В стране чудес, очарований,","1837","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_180__1.txt","Шаршавый П.Я. Цевница, на 1837 год. Соч. Шаршавого (Альманах). СПб.: Вингебера, 1837. C. III-IV","COL_207","col"
"2807","C_180__2","A_58","Шаршавый П.Я.","Шаршавый","Сошествие С. духа","","С высот святых, с лазури неба,","1837","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_180__2.txt","Шаршавый П.Я. Цевница, на 1837 год. Соч. Шаршавого (Альманах). СПб.: Вингебера, 1837. C. 5-6","COL_207","col"
"2808","C_180__3","A_58","Шаршавый П.Я.","Шаршавый","Ночь ","Элегия ","Сумрак по небу свиток развивает;","1837","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_180__3.txt","Шаршавый П.Я. Цевница, на 1837 год. Соч. Шаршавого (Альманах). СПб.: Вингебера, 1837. C. 7-9","COL_207","col"
"2809","C_180__4","A_58","Шаршавый П.Я.","Шаршавый","Аравия","","Аравия, Аравия пустая!","1837","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_180__4.txt","Шаршавый П.Я. Цевница, на 1837 год. Соч. Шаршавого (Альманах). СПб.: Вингебера, 1837. C. 10-11","COL_207","col"
"2810","C_180__5","A_58","Шаршавый П.Я.","Шаршавый","Богу","","О ты, Начало всех начал,","1837","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_180__5.txt","Шаршавый П.Я. Цевница, на 1837 год. Соч. Шаршавого (Альманах). СПб.: Вингебера, 1837. C. 12-13","COL_207","col"
"2811","C_180__6","A_58","Шаршавый П.Я.","Шаршавый","Лира ","","Сопутница в Мир идеальный!","1837","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_180__6.txt","Шаршавый П.Я. Цевница, на 1837 год. Соч. Шаршавого (Альманах). СПб.: Вингебера, 1837. C. 14-18","COL_207","col"
"2812","C_180__7","A_58","Шаршавый П.Я.","Шаршавый","Поэт ","","Сей час он весел был , до иступленья;","1837","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_180__7.txt","Шаршавый П.Я. Цевница, на 1837 год. Соч. Шаршавого (Альманах). СПб.: Вингебера, 1837. C. 19-20","COL_207","col"
"2813","C_180__8","A_58","Шаршавый П.Я.","Шаршавый","Челнок","","Мчись, мой утлый челнок,","1837","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_180__8.txt","Шаршавый П.Я. Цевница, на 1837 год. Соч. Шаршавого (Альманах). СПб.: Вингебера, 1837. C. 23-24","COL_207","col"
"2814","C_180__9","A_58","Шаршавый П.Я.","Шаршавый","Новый год","","Все спишь; все тихо вкруг меня ....","1837","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_180__9.txt","Шаршавый П.Я. Цевница, на 1837 год. Соч. Шаршавого (Альманах). СПб.: Вингебера, 1837. C. 25-29","COL_207","col"
"2815","C_180__10","A_58","Шаршавый П.Я.","Шаршавый","Вера ","","Кто спасет меня от сильных?","1837","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_180__10.txt","Шаршавый П.Я. Цевница, на 1837 год. Соч. Шаршавого (Альманах). СПб.: Вингебера, 1837. C. 30-31","COL_207","col"
"2816","C_180__11","A_58","Шаршавый П.Я.","Шаршавый","Элегия","","Стихов, мечтаний, вдохновений,","1837","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_180__11.txt","Шаршавый П.Я. Цевница, на 1837 год. Соч. Шаршавого (Альманах). СПб.: Вингебера, 1837. C. 32","COL_207","col"
"2817","C_180__12","A_58","Шаршавый П.Я.","Шаршавый","Две картины в одной раме","","Шумит, ревет борей в полях;","1837","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_180__12.txt","Шаршавый П.Я. Цевница, на 1837 год. Соч. Шаршавого (Альманах). СПб.: Вингебера, 1837. C. 35-40","COL_207","col"
"2818","C_180__13","A_58","Шаршавый П.Я.","Шаршавый","Разбойник в темнице","","Казненный сильною рукой —","1837","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_180__13.txt","Шаршавый П.Я. Цевница, на 1837 год. Соч. Шаршавого (Альманах). СПб.: Вингебера, 1837. C. 41-43","COL_207","col"
"2819","C_180__14","A_58","Шаршавый П.Я.","Шаршавый","Охотник ","Баллада ","От запада неслися тучи; —","1837","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_180__14.txt","Шаршавый П.Я. Цевница, на 1837 год. Соч. Шаршавого (Альманах). СПб.: Вингебера, 1837. C. 44-49","COL_207","col"
"2820","C_180__15","A_58","Шаршавый П.Я.","Шаршавый","Лиза","","Заря догорала;","1837","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_180__15.txt","Шаршавый П.Я. Цевница, на 1837 год. Соч. Шаршавого (Альманах). СПб.: Вингебера, 1837. C. 50-54","COL_207","col"
"2821","C_180__16","A_58","Шаршавый П.Я.","Шаршавый","Романс ","","Пришла веска — цветочки запестрели;","1837","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_180__16.txt","Шаршавый П.Я. Цевница, на 1837 год. Соч. Шаршавого (Альманах). СПб.: Вингебера, 1837. C. 55-56","COL_207","col"
"2822","C_190__1","A_61","Бестужев А.А. (Марлинский)","Бестужев А.А. (Марлинский)","К некотороым поэтам","","О вы, сподвижники мои и образцы!","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_190__1.txt","Бестужев А.А. (Марлинский) Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е. СПб.: III Отд. собств. Е.И.В. канц., 1838. C. 107-109","COL_62","col"
"2823","C_190__2","A_61","Бестужев А.А. (Марлинский)","Бестужев А.А. (Марлинский)","Отрывок из комедии, ""Оптимист""","","Но я, сударь, своим примером и ответом
","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_190__2.txt","Бестужев А.А. (Марлинский) Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е. СПб.: III Отд. собств. Е.И.В. канц., 1838. C. 110-113","COL_62","col"
"2824","C_190__3","A_61","Бестужев А.А. (Марлинский)","Бестужев А.А. (Марлинский)","Саатырь ","Якутская баллада","Не ветер вздыхает в ущелье горы,","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_190__3.txt","Бестужев А.А. (Марлинский) Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е. СПб.: III Отд. собств. Е.И.В. канц., 1838. C. 114-119","COL_62","col"
"2825","C_190__4","A_61","Бестужев А.А. (Марлинский)","Бестужев А.А. (Марлинский)","Шебутуй (Водопад Станового хребта)","","Стенай, шуми, поток пустынный,","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_190__4.txt","Бестужев А.А. (Марлинский) Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е. СПб.: III Отд. собств. Е.И.В. канц., 1838. C. 120-122","COL_62","col"
"2826","C_190__5","A_61","Бестужев А.А. (Марлинский)","Бестужев А.А. (Марлинский)","Финляндия ","Посвящено А.А. З...му","Я видел вас, граниты вековые, ","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_190__5.txt","Бестужев А.А. (Марлинский) Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е. СПб.: III Отд. собств. Е.И.В. канц., 1838. C. 123-124","COL_62","col"
"2827","C_190__6","A_61","Бестужев А.А. (Марлинский)","Бестужев А.А. (Марлинский)","Череп","","Кончины памятник безгробной! ","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_190__6.txt","Бестужев А.А. (Марлинский) Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е. СПб.: III Отд. собств. Е.И.В. канц., 1838. C. 125-126","COL_62","col"
"2828","C_190__7","A_61","Бестужев А.А. (Марлинский)","Бестужев А.А. (Марлинский)","Часы","","И дум, и дел земных цари, ","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_190__7.txt","Бестужев А.А. (Марлинский) Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е. СПб.: III Отд. собств. Е.И.В. канц., 1838. C. 127-128","COL_62","col"
"2829","C_190__8","A_61","Бестужев А.А. (Марлинский)","Бестужев А.А. (Марлинский)","В день именин Ал. Ив. М...й","","Невольный гость в краю чужбины, ","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_190__8.txt","Бестужев А.А. (Марлинский) Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е. СПб.: III Отд. собств. Е.И.В. канц., 1838. C. 129-132","COL_62","col"
"2830","C_190__9","A_61","Бестужев А.А. (Марлинский)","Бестужев А.А. (Марлинский)","Е.И. Б...ной ","В альбом","Зачем меня в тяжелом сне ","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_190__9.txt","Бестужев А.А. (Марлинский) Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е. СПб.: III Отд. собств. Е.И.В. канц., 1838. C. 133-135","COL_62","col"
"2831","C_190__10","A_61","Бестужев А.А. (Марлинский)","Бестужев А.А. (Марлинский)","Осень","","Пал туман на море синее, ","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_190__10.txt","Бестужев А.А. (Марлинский) Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е. СПб.: III Отд. собств. Е.И.В. канц., 1838. C. 136-138","COL_62","col"
"2832","C_190__11","A_61","Бестужев А.А. (Марлинский)","Бестужев А.А. (Марлинский)","Облако","","Куда столь быстро и легко, ","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_190__11.txt","Бестужев А.А. (Марлинский) Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е. СПб.: III Отд. собств. Е.И.В. канц., 1838. C. 139","COL_62","col"
"2833","C_190__12","A_61","Бестужев А.А. (Марлинский)","Бестужев А.А. (Марлинский)","Дождь","","Провиденья перст незримой, ","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_190__12.txt","Бестужев А.А. (Марлинский) Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е. СПб.: III Отд. собств. Е.И.В. канц., 1838. C. 140","COL_62","col"
"2834","C_190__13","A_61","Бестужев А.А. (Марлинский)","Бестужев А.А. (Марлинский)","Оживление","","Чуть крылатая весна ","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_190__13.txt","Бестужев А.А. (Марлинский) Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е. СПб.: III Отд. собств. Е.И.В. канц., 1838. C. 141","COL_62","col"
"2835","C_190__14","A_61","Бестужев А.А. (Марлинский)","Бестужев А.А. (Марлинский)","Ей","","Когда моей ланитой внемлю ","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_190__14.txt","Бестужев А.А. (Марлинский) Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е. СПб.: III Отд. собств. Е.И.В. канц., 1838. C. 142","COL_62","col"
"2836","C_190__15","A_61","Бестужев А.А. (Марлинский)","Бестужев А.А. (Марлинский)","Из Гете ","С персидского","Пейте; самых лет весна ","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_190__15.txt","Бестужев А.А. (Марлинский) Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е. СПб.: III Отд. собств. Е.И.В. канц., 1838. C. 143","COL_62","col"
"2837","C_190__16","A_61","Бестужев А.А. (Марлинский)","Бестужев А.А. (Марлинский)","Из Гете ","подражание","Как часто, милое дитя,","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_190__16.txt","Бестужев А.А. (Марлинский) Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е. СПб.: III Отд. собств. Е.И.В. канц., 1838. C. 144","COL_62","col"
"2838","C_190__17","A_61","Бестужев А.А. (Марлинский)","Бестужев А.А. (Марлинский)","Всегда и везде ","Из Гете","Ключ бежит в ущелья гор,","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_190__17.txt","Бестужев А.А. (Марлинский) Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е. СПб.: III Отд. собств. Е.И.В. канц., 1838. C. 145","COL_62","col"
"2839","C_190__18","A_61","Бестужев А.А. (Марлинский)","Бестужев А.А. (Марлинский)","Юность || Подражание Гете","","Реют ласточки весною","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_190__18.txt","Бестужев А.А. (Марлинский) Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е. СПб.: III Отд. собств. Е.И.В. канц., 1838. C. 146","COL_62","col"
"2840","C_190__19","A_61","Бестужев А.А. (Марлинский)","Бестужев А.А. (Марлинский)","С персидского","","Будь любезная далеко, ","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_190__19.txt","Бестужев А.А. (Марлинский) Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е. СПб.: III Отд. собств. Е.И.В. канц., 1838. C. 147","COL_62","col"
"2841","C_190__20","A_61","Бестужев А.А. (Марлинский)","Бестужев А.А. (Марлинский)","Зюлейка","","Нет, ты мой и мой навечно! ","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_190__20.txt","Бестужев А.А. (Марлинский) Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е. СПб.: III Отд. собств. Е.И.В. канц., 1838. C. 148","COL_62","col"
"2842","C_190__21","A_61","Бестужев А.А. (Марлинский)","Бестужев А.А. (Марлинский)","Из Гафиза","","Прильнув к твоим рубиновым устам,","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_190__21.txt","Бестужев А.А. (Марлинский) Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е. СПб.: III Отд. собств. Е.И.В. канц., 1838. C. 149","COL_62","col"
"2843","C_190__22","A_61","Бестужев А.А. (Марлинский)","Бестужев А.А. (Марлинский)","Разлука","","О дева, дева, ","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_190__22.txt","Бестужев А.А. (Марлинский) Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е. СПб.: III Отд. собств. Е.И.В. канц., 1838. C. 150-151","COL_62","col"
"2844","C_190__23","A_61","Бестужев А.А. (Марлинский)","Бестужев А.А. (Марлинский)","Алине","","Еще, еще одно лобзанье! ","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_190__23.txt","Бестужев А.А. (Марлинский) Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е. СПб.: III Отд. собств. Е.И.В. канц., 1838. C. 152-153","COL_62","col"
"2845","C_190__24","A_61","Бестужев А.А. (Марлинский)","Бестужев А.А. (Марлинский)","Лиде","","Приди, о милая, приди ","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_190__24.txt","Бестужев А.А. (Марлинский) Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е. СПб.: III Отд. собств. Е.И.В. канц., 1838. C. 154-155","COL_62","col"
"2846","C_190__25","A_61","Бестужев А.А. (Марлинский)","Бестужев А.А. (Марлинский)","Пресыщение","","Ты пьешь любви коварный мед, ","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_190__25.txt","Бестужев А.А. (Марлинский) Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е. СПб.: III Отд. собств. Е.И.В. канц., 1838. C. 156","COL_62","col"
"2847","C_190__26","A_61","Бестужев А.А. (Марлинский)","Бестужев А.А. (Марлинский)","Тост","","Вам - семейство милых братий, ","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_190__26.txt","Бестужев А.А. (Марлинский) Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е. СПб.: III Отд. собств. Е.И.В. канц., 1838. C. 157-159","COL_62","col"
"2848","C_190__27","A_61","Бестужев А.А. (Марлинский)","Бестужев А.А. (Марлинский)","Сон","","Зачем зарницею без гула ","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_190__27.txt","Бестужев А.А. (Марлинский) Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е. СПб.: III Отд. собств. Е.И.В. канц., 1838. C. 160-162","COL_62","col"
"2849","C_190__28","A_61","Бестужев А.А. (Марлинский)","Бестужев А.А. (Марлинский)","NA ","","Я за морем синим, за синею далью ","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_190__28.txt","Бестужев А.А. (Марлинский) Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е. СПб.: III Отд. собств. Е.И.В. канц., 1838. C. 163","COL_62","col"
"2850","C_192__1","A_63","Вердеревский А.","Вердеревский А.","Волна","","Чей слышу я напев печальный","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_192__1.txt","Вердеревский А. Стихотворения Александра Вердеревского. М.: Степанова, 1838. C. 7-8","COL_64","col"
"2851","C_192__2","A_63","Вердеревский А.","Вердеревский А.","Черный локон","","Черный локон — дар бесценный,","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_192__2.txt","Вердеревский А. Стихотворения Александра Вердеревского. М.: Степанова, 1838. C. 9-10","COL_64","col"
"2852","C_192__3","A_63","Вердеревский А.","Вердеревский А.","Гречанке","","Скажи красавица, дочь пламенного Юга,","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_192__3.txt","Вердеревский А. Стихотворения Александра Вердеревского. М.: Степанова, 1838. C. 11-12","COL_64","col"
"2853","C_192__4","A_63","Вердеревский А.","Вердеревский А.","Цветок","","На поляне одичалой","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_192__4.txt","Вердеревский А. Стихотворения Александра Вердеревского. М.: Степанова, 1838. C. 13-14","COL_64","col"
"2854","C_192__5","A_63","Вердеревский А.","Вердеревский А.","Могила Марии Л-р","","........................","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_192__5.txt","Вердеревский А. Стихотворения Александра Вердеревского. М.: Степанова, 1838. C. 15-17","COL_64","col"
"2855","C_192__6","A_63","Вердеревский А.","Вердеревский А.","Голубые глаза","","Голубые, огневые,","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_192__6.txt","Вердеревский А. Стихотворения Александра Вердеревского. М.: Степанова, 1838. C. 18-19","COL_64","col"
"2856","C_192__7","A_63","Вердеревский А.","Вердеревский А.","Русская песня","","Не в лазури солнце ясное","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_192__7.txt","Вердеревский А. Стихотворения Александра Вердеревского. М.: Степанова, 1838. C. 20-22","COL_64","col"
"2857","C_192__8","A_63","Вердеревский А.","Вердеревский А.","Роза ","Из Парни","Когда из недр морей зыбучих","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_192__8.txt","Вердеревский А. Стихотворения Александра Вердеревского. М.: Степанова, 1838. C. 23-24","COL_64","col"
"2858","C_192__9","A_63","Вердеревский А.","Вердеревский А.","К незабвенной","","В дни, когда в мечтах летая,","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_192__9.txt","Вердеревский А. Стихотворения Александра Вердеревского. М.: Степанова, 1838. C. 25-28","COL_64","col"
"2859","C_192__10","A_63","Вердеревский А.","Вердеревский А.","Я разлюбил!","","Я разлюбил свои желанья,","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_192__10.txt","Вердеревский А. Стихотворения Александра Вердеревского. М.: Степанова, 1838. C. 29-31","COL_64","col"
"2860","C_192__11","A_63","Вердеревский А.","Вердеревский А.","Невеста","","Что крутишься локон черный","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_192__11.txt","Вердеревский А. Стихотворения Александра Вердеревского. М.: Степанова, 1838. C. 32-33","COL_64","col"
"2861","C_192__12","A_63","Вердеревский А.","Вердеревский А.","Воспоминание об Украйне","","Я помню приволье широких полей,","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_192__12.txt","Вердеревский А. Стихотворения Александра Вердеревского. М.: Степанова, 1838. C. 34-36","COL_64","col"
"2862","C_192__13","A_63","Вердеревский А.","Вердеревский А.","Спящая красавица","","Видали ль вы, когда краса","1838","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_192__13.txt","Вердеревский А. Стихотворения Александра Вердеревского. М.: Степанова, 1838. C. 37-38","COL_64","col"
